broad_money,petrol_future,M_0,Target
33952.1,14.79,8724.1,0
33952.1,14.24,8724.1,0
33952.1,14.16,8724.1,0
33952.1,14.48,8724.1,1
33952.1,14.18,8724.1,1
33952.1,14.49,8724.1,0
33952.1,14.56,8724.1,1
33952.1,15.4,8724.1,1
33952.1,14.9,8724.1,0
33952.1,14.57,8724.1,0
33952.1,14.73,8724.1,0
33952.1,15.04,8724.1,1
33952.1,14.56,8724.1,0
33952.1,14.65,8724.1,0
33952.1,14.18,8724.1,1
33952.1,14.2,8724.1,0
33952.1,14.14,8724.1,1
33952.1,14.11,8724.1,0
33952.1,13.92,8724.1,1
33952.1,13.37,8724.1,0
33952.1,13.06,8724.1,0
33952.1,13.07,8724.1,1
33952.1,12.6,8724.1,0
33952.1,12.66,8724.1,1
33952.1,12.94,8724.1,1
33952.1,13.6,8724.1,1
33952.1,13.55,8724.1,1
33952.1,14.11,8724.1,0
33952.1,14.21,8724.1,1
33952.1,14.92,8724.1,1
33952.1,15.21,8724.1,1
33952.1,14.61,8724.1,0
33952.1,15.4,8724.1,0
33952.1,14.6,8724.1,1
33952.1,14.37,8724.1,0
33952.1,13.17,8724.1,0
33952.1,13.26,8724.1,1
33952.1,13.41,8724.1,0
33952.1,13.68,8724.1,1
33952.1,13.85,8724.1,1
33952.1,13.58,8724.1,1
33952.1,13.44,8724.1,0
33952.1,13.75,8724.1,1
33952.1,13.9,8724.1,1
33952.1,14.04,8724.1,0
33952.1,14.06,8724.1,0
33952.1,13.8,8724.1,0
33952.1,13.86,8724.1,1
33952.1,17.17,8724.1,1
33952.1,17.35,8724.1,1
33952.1,17.4,8724.1,1
33952.1,17.37,8724.1,0
33952.1,17.54,8724.1,0
33952.1,17.43,8724.1,0
33952.1,17.51,8724.1,1
33952.1,17.58,8724.1,1
33952.1,17.65,8724.1,0
33952.1,17.5,8724.1,1
33952.1,17.26,8724.1,0
33952.1,17.37,8724.1,0
33952.1,17.33,8724.1,0
33952.1,17.07,8724.1,0
33952.1,15.32,8724.1,0
33952.1,15.61,8724.1,1
33952.1,15.64,8724.1,0
33952.1,15.34,8724.1,1
33952.1,15.46,8724.1,0
33952.1,15.74,8724.1,0
33952.1,15.44,8724.1,1
33952.1,15.84,8724.1,0
33952.1,16.06,8724.1,1
33952.1,16,8724.1,1
33952.1,16.37,8724.1,0
33952.1,16.35,8724.1,0
33952.1,16.72,8724.1,0
33952.1,16.31,8724.1,1
33952.1,17.73,8724.1,0
33952.1,16.3,8724.1,1
33952.1,16.49,8724.1,1
33952.1,16.61,8724.1,1
33952.1,16.95,8724.1,1
33952.1,16.97,8724.1,0
33952.1,16.77,8724.1,0
33952.1,17.24,8724.1,1
33952.1,13.6,8724.1,1
33952.1,12.98,8724.1,0
33952.1,13.86,8724.1,1
33952.1,13.97,8724.1,1
33952.1,15.03,8724.1,1
33952.1,14.92,8724.1,0
33952.1,16.71,8724.1,1
33952.1,16.96,8724.1,1
33952.1,16.94,8724.1,0
33952.1,16.82,8724.1,0
33952.1,16.94,8724.1,1
33952.1,17.14,8724.1,0
33952.1,17.14,8724.1,0
33952.1,13.29,8724.1,0
33952.1,13.95,8724.1,0
33952.1,14.27,8724.1,0
33952.1,13.9,8724.1,1
33952.1,13.98,8724.1,0
33952.1,13.67,8724.1,1
35910.2,21.29,8807.7,0
35910.2,21.91,8807.7,1
35910.2,21.78,8807.7,0
35910.2,21.82,8807.7,0
35910.2,18.12,8807.7,0
35910.2,17.93,8807.7,0
35910.2,21.5,8807.7,1
35910.2,21.52,8807.7,1
35910.2,18.12,8807.7,0
35910.2,18.21,8807.7,0
35910.2,18.59,8807.7,1
35910.2,18.48,8807.7,0
35910.2,18.58,8807.7,1
35910.2,18.68,8807.7,1
35910.2,18.97,8807.7,1
35910.2,18.31,8807.7,1
35910.2,18.03,8807.7,1
35910.2,18.28,8807.7,1
35910.2,18.21,8807.7,0
35910.2,18.03,8807.7,1
35910.2,17.91,8807.7,0
35910.2,18.51,8807.7,0
35910.2,18.64,8807.7,1
35910.2,18.64,8807.7,0
35910.2,18.83,8807.7,1
35910.2,18.83,8807.7,0
35910.2,18.85,8807.7,0
35910.2,19.05,8807.7,0
35910.2,18.68,8807.7,1
35910.2,18.8,8807.7,1
35910.2,19.08,8807.7,0
35910.2,19.08,8807.7,1
35910.2,18.8,8807.7,0
35910.2,18.61,8807.7,0
35910.2,19.85,8807.7,1
35910.2,19.9,8807.7,1
35910.2,19.51,8807.7,1
35910.2,18.74,8807.7,0
35910.2,18.54,8807.7,0
35910.2,18.3,8807.7,1
35910.2,19.28,8807.7,0
35910.2,19.46,8807.7,1
35910.2,19.53,8807.7,1
35910.2,19.59,8807.7,1
35910.2,19.86,8807.7,0
35910.2,20.13,8807.7,1
35910.2,20.01,8807.7,1
35910.2,20.13,8807.7,0
35910.2,20.15,8807.7,1
35910.2,19.96,8807.7,1
35910.2,19.87,8807.7,0
35910.2,20.02,8807.7,0
35910.2,20.17,8807.7,0
35910.2,20.25,8807.7,0
35910.2,20.47,8807.7,1
35910.2,20.89,8807.7,1
35910.2,20.59,8807.7,1
35910.2,20.75,8807.7,0
35910.2,20.56,8807.7,1
35910.2,20.42,8807.7,1
35910.2,19.98,8807.7,0
35910.2,19.76,8807.7,0
35910.2,19.72,8807.7,1
35910.2,19.62,8807.7,1
35910.2,19.38,8807.7,0
35910.2,19.77,8807.7,1
35910.2,19.72,8807.7,1
35910.2,19.94,8807.7,0
35910.2,19.28,8807.7,0
35910.2,19.41,8807.7,0
35910.2,19.75,8807.7,1
35910.2,19.76,8807.7,0
35910.2,19.7,8807.7,1
35910.2,19.86,8807.7,0
35910.2,19.72,8807.7,1
35910.2,19.96,8807.7,0
35910.2,19.88,8807.7,1
35910.2,19.56,8807.7,1
35910.2,19.64,8807.7,1
35910.2,19.62,8807.7,1
35910.2,19.99,8807.7,1
35910.2,19.96,8807.7,1
35910.2,19.82,8807.7,1
35910.2,19.82,8807.7,1
35910.2,19.63,8807.7,0
35910.2,19.25,8807.7,0
35910.2,19.4,8807.7,1
35910.2,19.89,8807.7,0
35910.2,20.3,8807.7,1
35910.2,20.25,8807.7,0
35910.2,20.34,8807.7,0
35910.2,20.47,8807.7,0
35910.2,20.51,8807.7,1
35910.2,20.48,8807.7,1
35910.2,20.7,8807.7,1
35910.2,20.65,8807.7,1
35910.2,20.77,8807.7,0
35910.2,20.65,8807.7,0
35910.2,21.1,8807.7,1
35910.2,22.22,8807.7,0
35910.2,22.33,8807.7,1
35910.2,21.21,8807.7,1
35910.2,17.36,8807.7,0
35910.2,17.08,8807.7,0
35910.2,17.42,8807.7,0
35910.2,17.55,8807.7,0
35910.2,17.72,8807.7,0
35910.2,17.69,8807.7,1
35910.2,18.14,8807.7,0
35910.2,18.17,8807.7,1
35910.2,18.48,8807.7,1
35910.2,18.88,8807.7,0
35910.2,18.95,8807.7,1
35910.2,19.26,8807.7,1
35910.2,19.28,8807.7,1
35910.2,18.86,8807.7,1
35910.2,17.33,8807.7,1
35910.2,17.54,8807.7,1
35910.2,18.12,8807.7,0
35910.2,17.72,8807.7,1
35910.2,17.74,8807.7,0
35910.2,17.29,8807.7,0
35910.2,17.03,8807.7,1
35910.2,17.51,8807.7,0
35910.2,17.73,8807.7,0
35910.2,17.53,8807.7,0
35910.2,17.38,8807.7,0
35910.2,17.7,8807.7,1
35910.2,17.49,8807.7,0
35910.2,17.39,8807.7,1
35910.2,17.11,8807.7,0
35910.2,17.59,8807.7,0
35910.2,17.42,8807.7,0
35910.2,18.25,8807.7,0
35910.2,18.33,8807.7,1
35910.2,18.56,8807.7,0
35910.2,18.59,8807.7,1
35910.2,17.84,8807.7,1
35910.2,17.83,8807.7,1
35910.2,18.07,8807.7,0
35910.2,18.14,8807.7,1
35910.2,18.15,8807.7,0
35910.2,18.28,8807.7,0
35910.2,18.72,8807.7,0
35910.2,18.56,8807.7,1
35910.2,18.67,8807.7,1
35910.2,18.3,8807.7,1
35910.2,18.54,8807.7,1
35910.2,18.52,8807.7,0
35910.2,18.5,8807.7,1
35910.2,19.03,8807.7,0
35910.2,19.29,8807.7,1
35910.2,19.77,8807.7,0
35910.2,19.84,8807.7,0
35910.2,20.33,8807.7,1
35910.2,19.51,8807.7,1
35910.2,20.05,8807.7,0
35910.2,20.04,8807.7,1
35910.2,20.15,8807.7,1
35910.2,20.53,8807.7,1
35910.2,19.91,8807.7,0
35910.2,20.2,8807.7,0
35910.2,20.81,8807.7,1
35910.2,20.19,8807.7,0
35910.2,19.95,8807.7,1
35910.2,20.42,8807.7,1
35910.2,19.99,8807.7,0
35910.2,19.8,8807.7,1
35910.2,20.02,8807.7,0
35910.2,20.59,8807.7,0
35910.2,20.63,8807.7,1
35910.2,20.64,8807.7,1
35910.2,20.29,8807.7,1
35910.2,20.69,8807.7,0
35910.2,21.22,8807.7,0
35910.2,21.51,8807.7,0
35910.2,22.61,8807.7,0
35910.2,24.65,8807.7,1
35910.2,21.32,8807.7,1
35910.2,20.61,8807.7,0
35910.2,21.41,8807.7,1
35910.2,21.19,8807.7,0
35910.2,20.92,8807.7,1
35910.2,20.42,8807.7,0
35910.2,20.66,8807.7,1
35910.2,19.8,8807.7,0
35910.2,20.1,8807.7,1
35910.2,20.58,8807.7,0
35910.2,20.02,8807.7,0
35910.2,20.07,8807.7,0
35910.2,20.01,8807.7,1
35910.2,20.21,8807.7,1
35910.2,20.1,8807.7,0
35910.2,20.02,8807.7,1
35910.2,19.87,8807.7,0
35910.2,19.92,8807.7,1
35910.2,19.84,8807.7,0
35910.2,19.59,8807.7,1
35910.2,19.5,8807.7,0
35910.2,19.67,8807.7,1
35910.2,19.86,8807.7,1
35910.2,19.91,8807.7,1
35910.2,19.48,8807.7,0
35910.2,19.52,8807.7,1
35910.2,19.95,8807.7,0
35910.2,19.9,8807.7,0
35910.2,19.81,8807.7,0
35910.2,20.14,8807.7,1
35910.2,20.52,8807.7,1
35910.2,20.46,8807.7,0
35910.2,19.67,8807.7,1
35910.2,20,8807.7,1
35910.2,19.88,8807.7,0
35910.2,19.26,8807.7,0
35910.2,19.34,8807.7,0
35910.2,20.23,8807.7,1
35910.2,20.57,8807.7,1
35910.2,19.95,8807.7,1
35910.2,20.86,8807.7,0
35910.2,19.53,8807.7,1
35910.2,19.31,8807.7,0
35910.2,19.3,8807.7,1
35910.2,19.71,8807.7,1
35910.2,20.25,8807.7,1
35910.2,20.48,8807.7,1
35910.2,20.03,8807.7,0
35910.2,20.26,8807.7,1
35910.2,20.27,8807.7,0
35910.2,20.79,8807.7,1
35910.2,20.3,8807.7,1
35910.2,20.75,8807.7,0
35910.2,20.36,8807.7,0
35910.2,20.53,8807.7,0
35910.2,20.15,8807.7,1
35910.2,20.35,8807.7,0
35910.2,20.32,8807.7,0
35910.2,20.45,8807.7,0
35910.2,20.34,8807.7,1
35910.2,20.2,8807.7,0
35910.2,20.6,8807.7,0
35910.2,20.93,8807.7,0
35910.2,19.04,8807.7,1
35910.2,19.66,8807.7,0
35910.2,20.06,8807.7,1
35910.2,19.44,8807.7,0
35910.2,19.76,8807.7,0
35910.2,19.52,8807.7,1
35910.2,20.13,8807.7,0
35910.2,20.09,8807.7,1
35910.2,20.51,8807.7,0
35910.2,20.7,8807.7,1
42500,23.67,9070,1
42500,22.7,9070,1
42500,23.02,9070,1
42500,22.39,9070,1
42500,22.51,9070,0
42500,22.32,9070,1
42500,22.55,9070,0
42500,21.6,9070,1
42500,21.59,9070,1
42500,22.24,9070,0
42500,22.56,9070,1
42500,22.8,9070,1
42500,22.46,9070,0
42500,22.68,9070,0
42500,21.74,9070,1
42500,21.75,9070,0
42500,21.42,9070,0
42500,21.79,9070,0
42500,21.58,9070,0
42500,22.09,9070,1
42500,21.74,9070,0
42500,22.03,9070,1
42500,21.9,9070,0
42500,22.07,9070,0
42500,22.84,9070,1
42500,22.42,9070,0
42500,22.19,9070,1
42500,23.13,9070,0
42500,22.36,9070,0
42500,22.78,9070,0
42500,22.1,9070,0
42500,22.76,9070,1
42500,19.6,9070,0
42500,19.28,9070,0
42500,19.96,9070,0
42500,20,9070,1
42500,20.39,9070,1
42500,20.46,9070,0
42500,20.48,9070,0
42500,20.08,9070,1
42500,20.03,9070,0
42500,20.28,9070,0
42500,20.48,9070,0
42500,20.3,9070,1
42500,19.78,9070,0
42500,19.43,9070,1
42500,19.15,9070,0
42500,18.44,9070,0
42500,17.68,9070,0
42500,18.06,9070,0
42500,17.78,9070,1
42500,17.85,9070,1
42500,17.44,9070,0
42500,16.96,9070,1
42500,18.06,9070,1
42500,17.95,9070,1
42500,19.07,9070,0
42500,19,9070,1
42500,18.66,9070,0
42500,21.54,9070,1
42500,21.17,9070,0
42500,21.35,9070,0
42500,21.58,9070,0
42500,21.3,9070,1
42500,20.93,9070,0
42500,20.78,9070,1
42500,20.43,9070,0
42500,20.24,9070,1
42500,20.22,9070,0
42500,20.05,9070,1
42500,20.38,9070,1
42500,20.07,9070,1
42500,19.71,9070,0
42500,19.59,9070,0
42500,19.03,9070,1
42500,18.87,9070,0
42500,18.73,9070,1
42500,18.26,9070,1
42500,17.68,9070,1
42500,18.14,9070,0
42500,17.83,9070,1
42500,17.8,9070,1
42500,17.98,9070,1
42500,18.08,9070,0
42500,17.4,9070,0
42500,17.5,9070,1
42500,17.14,9070,0
42500,16.68,9070,1
42500,16.92,9070,1
42500,16.67,9070,0
42500,16.78,9070,1
42500,16.82,9070,1
42500,17.51,9070,1
42500,17.58,9070,0
42500,17.13,9070,0
42500,16.62,9070,1
42500,15.94,9070,1
42500,15.65,9070,0
42500,15.3,9070,0
42500,16.94,9070,1
42500,22.89,9070,1
42500,23.68,9070,0
42500,23.41,9070,1
42500,23.08,9070,1
42500,21.62,9070,0
42500,22.07,9070,0
42500,22.9,9070,1
42500,23.14,9070,1
42500,28.44,9070,0
42500,16.47,9070,0
42500,16.58,9070,0
42500,16.94,9070,0
42500,17.47,9070,1
42500,18.46,9070,0
42500,18.36,9070,1
42500,18.67,9070,0
42500,18.65,9070,0
42500,18.55,9070,0
42500,18.99,9070,1
42500,19.61,9070,0
42500,20.5,9070,1
42500,20.56,9070,1
42500,20.38,9070,1
42500,20.3,9070,0
42500,20.04,9070,0
42500,20.21,9070,1
42500,20.69,9070,1
42500,21.54,9070,0
42500,23.11,9070,1
42500,24.49,9070,0
42500,28.05,9070,1
42500,28.31,9070,1
42500,25.96,9070,1
42500,25.67,9070,0
42500,26.23,9070,1
42500,26.42,9070,1
42500,26.46,9070,0
42500,27.36,9070,1
42500,28.63,9070,1
42500,28.56,9070,0
42500,28.41,9070,1
42500,31.22,9070,0
42500,31.93,9070,1
42500,30.91,9070,0
42500,26.91,9070,1
42500,27.88,9070,0
42500,25.92,9070,0
42500,26.77,9070,1
42500,27.32,9070,0
42500,29.12,9070,0
42500,29.77,9070,1
42500,31.43,9070,1
42500,30.04,9070,0
42500,31.3,9070,0
42500,30.76,9070,0
42500,30.97,9070,1
42500,31.07,9070,1
42500,31.76,9070,1
42500,33.63,9070,1
