,y,m,d,lgrpf,lgm3,lgm1
0.1198936,2001,9,6,0.010035492,0,0
0.2467363,2001,9,7,0.007028836,0,0
-0.3346259,2001,9,10,-0.006242213,0,0
2.2216405,2001,9,14,0.006242213,0,0
1.1251782,2001,9,17,0.011920161,0,0
-0.5739494,2001,9,18,-0.017063489,0,0
-0.1955269,2001,9,19,-0.015643315,0,0
0.0602559,2001,9,20,-0.002118116,0,0
0.5980053,2001,9,21,-0.010246388,0,0
-0.6431894,2001,9,24,-0.071851907,0,0
-0.0301489,2001,9,25,-0.003964377,0,0
0.5171572,2001,9,26,0.011204417,0,0
-0.2465679,2001,9,27,0.006930378,0,0
0.4917437,2001,9,28,0.012981828,0,0
-0.3720208,2001,10,1,-0.002789313,0,0
0.1566371,2001,10,2,-0.009238651,0,0
-0.2314252,2001,10,3,-0.013745256,0,0
0.0374102,2001,10,4,0.010685485,0,0
0.126954,2001,10,5,-0.00463046,0,0
0.0968327,2001,10,8,0.001162252,0,0
-0.27617,2001,10,9,0.000579962,0,0
-0.4289177,2001,10,10,0.000964885,0,0
-0.8090781,2001,10,11,0.01533966,0,0
-7.71E-03,2001,10,12,-0.015918334,0,0
7.71E-03,2001,10,15,-0.00407245,0,0
-0.1157194,2001,10,16,-0.005687388,0,0
0.0771805,2001,10,17,-0.003767015,0,0
-0.0926331,2001,10,18,-0.010072216,0,0
-0.2868688,2001,10,19,0.010470286,0,0
-0.5085932,2001,10,22,-0.001394845,0,0
0.0236051,2001,10,23,0.00179255,0,0
-0.0866148,2001,10,24,0.009437282,0,0
0.1887556,2001,10,25,-0.006268681,0,0
0.0862396,2001,10,26,0.000394455,0,0
0.2109557,2001,10,29,0.002359233,0,0
0.2796897,2001,10,30,-0.005524948,0,0
-0.2563133,2001,10,31,-0.013922827,0,0
0.2872791,2001,11,1,-0.01650873,0,0
-0.1084768,2001,11,2,-0.004496064,0,0
-0.2567725,2001,11,5,-0.003457089,0,0
0.1091193,2001,11,6,-0.002174739,0,0
0.2096732,2001,11,7,0.003690603,0,0
-0.0542626,2001,11,8,0.022740921,0,0
-0.4365589,2001,11,9,0.021023197,0,0
0.4443148,2001,11,12,-0.01979406,0,0
-0.5462896,2001,11,13,0.008908917,0,0
0.2740037,2001,11,14,-0.040511763,0,0
-0.4392396,2001,11,15,-0.053551717,0,0
-0.1500428,2001,11,16,0.014200295,0,0
-0.1426256,2001,11,19,-0.007532009,0,0
-0.1032994,2001,11,20,0.033705061,0,0
-0.0238733,2001,11,21,-0.004330445,0,0
-0.0318514,2001,11,26,-0.006229032,0,0
0.111378,2001,11,27,0.017979651,0,0
0.1744475,2001,11,28,-0.005835569,0,0
0.0632621,2001,11,29,-0.013773707,0,0
0.1104875,2001,11,30,0.018716584,0,0
0.1337866,2001,12,3,0.014283676,0,0
0.0392707,2001,12,4,-0.009617382,0,0
-0.2519482,2001,12,5,-0.003550716,0,0
-0.0711246,2001,12,6,-0.021702109,0,0
-0.0712413,2001,12,7,0.011557214,0,0
-0.3419972,2001,6,13,0.180328312,0,0
0.071804,2001,6,14,0.003001356,0,0
-0.0318982,2001,6,15,-0.007999395,0,0
-0.0319217,2001,6,18,-0.014875614,0,0
0.2229606,2001,6,19,-0.001104875,0,0
-0.3028676,2001,6,20,-0.015770854,0,0
0.0319804,2001,6,21,0.000982197,0,0
0.2549993,2001,6,22,0.004392602,0,0
-0.0636096,2001,6,25,0.006745834,0,0
0.1747027,2001,6,26,-0.004324561,0,0
-0.4621045,2001,1,2,0.003686596,0,0
-0.6374339,2001,1,3,0.01242949,0,0
-8.13E-03,2001,1,4,0.002166062,0,0
0.0487515,2001,1,5,-0.002942281,0,0
1.4533733,2001,12,28,-0.136538808,0,0
0,2001,12,31,-0.012301337,0,0
-3.1002239,2001,2,16,0.167245852,0,0
-0.2029022,2001,2,20,-0.008725295,0,0
0.2113359,2001,2,21,-0.000760453,0,0
0.2270936,2001,2,22,0.004392205,0,0
0.2676192,2001,2,23,0.003302636,0,0
0.4561523,2001,2,26,-0.009372538,0,0
0.8334788,2001,2,27,-0.004454341,0,0
1.6749976,2001,12,18,-0.162264379,0,0
-0.0311601,2001,12,19,0.009759837,0,0
-0.3992641,2001,12,20,-0.011558161,0,0
0.2196581,2001,12,21,0.007591973,0,0
0,2001,12,26,0.035068487,0,0
0.0312892,2001,12,27,-0.007621204,0,0
-0.6618549,2001,12,12,-0.056273609,0,0
0.1347634,2001,12,13,-0.005714484,0,0
-0.2699463,2001,12,10,0.005950963,0,0
-0.0717381,2001,12,11,-0.00691073,0,0
0.7670034,2001,12,14,0.026780858,0,0
0.1095913,2001,12,17,-0.000225901,0,0
9.2841246,2002,12,24,0.220989253,0.018361068,0.012551887
0,2002,12,26,0.007007075,0,0
-7.9598126,2002,1,14,-0.235517753,0,0
-0.3273114,2002,1,15,0.000229846,0,0
0.0610822,2002,1,16,-0.000920116,0,0
0.0609964,2002,1,17,-0.020993611,0,0
-0.2751611,2002,1,18,0.000724428,0,0
-0.1767145,2002,1,22,0.008126826,0,0
-0.2006339,2002,1,23,0.02663528,0,0
9.4878821,2002,12,27,0.224778684,0,0
-0.2618869,2002,12,30,-0.018298776,0,0
0,2002,12,31,-0.002359925,0,0
-9.1718871,2002,1,9,-0.189233432,0,0
0.8794009,2002,1,10,0.004283018,0,0
-0.1668615,2002,1,11,-0.015179086,0,0
-0.2820847,2002,2,1,0.015179086,0,0
0.5321371,2002,2,4,-0.006656807,0,0
0.6821716,2002,2,5,0,0,0
1.1088347,2002,2,6,-0.006321085,0,0
0,2002,2,7,-0.003084804,0,0
0.9253631,2002,8,26,0.173429589,0,0
0.6411147,2002,8,27,-0.00672643,0,0
-4.6146191,2002,1,24,-0.165378416,0,0
-0.0311211,2002,1,25,0.006346568,0,0
0.0155633,2002,1,28,0.001301583,0,0
-0.187129,2002,1,29,-0.010301689,0,0
0.5589852,2002,1,30,-0.011234317,0,0
0.1232479,2002,1,31,0.009010582,0,0
5.3420028,2002,9,6,0.181849455,0,0
0.4398813,2002,9,9,0.001756502,0,0
-0.4602915,2002,9,10,0,0,0
-0.4927441,2002,9,11,0.000583925,0,0
0.4587058,2002,9,12,-0.013633017,0,0
-6.81E-03,2002,9,13,0.014216159,0,0
-0.4725477,2002,9,16,-0.00204443,0,0
-0.5892824,2002,8,28,-0.0199177,0,0
0.1393758,2002,8,29,0.008798443,0,0
0.0972976,2002,8,30,0.000900093,0,0
0.0970801,2002,9,3,-0.018209834,0,0
-0.0693208,2002,9,4,0.007437262,0,0
0.626778,2002,9,5,0.010772573,0,0
1.0271641,2002,9,25,0.02419038,0,0
-0.7476988,2002,9,26,-0.003272341,0,0
0.0611061,2002,9,27,0.001852613,0,0
0.4924868,2002,9,30,-0.001281736,0,0
-0.2624144,2002,10,1,0.005386228,0,0
0.0606981,2002,10,2,-0.0048161,0,0
-0.0134811,2002,10,3,-0.010524497,0,0
-0.8441099,2002,9,17,-0.010038525,0,0
0.3832438,2002,9,18,0.005933077,0,0
0.4810863,2002,9,19,0.000294537,0,0
6.74E-03,2002,9,20,0.001616391,0,0
0.0269413,2002,9,23,0.015841409,0,0
0.5087355,2002,9,24,0.00084768,0,0
-1.6410893,2002,8,16,-0.020815433,0,0
-0.5704414,2002,8,19,0.007486756,0,0
-0.295105,2002,8,20,0.003911937,0,0
-0.2049396,2002,8,21,-0.012733387,0,0
-0.1632288,2002,8,22,-0.005982112,0,0
0.0781425,2002,8,23,-0.003173908,0,0
0.9269046,2002,10,22,-0.010905934,0,0
-0.0625735,2002,10,23,0.004025575,0,0
-0.0487307,2002,10,24,0.00030812,0,0
0.1737875,2002,10,25,-0.018081839,0,0
0.2007262,2002,10,28,0.003836266,0,0
0.3713117,2002,10,29,-0.006897527,0,0
-0.0822398,2002,10,30,-0.000809194,0,0
0.0479921,2002,10,31,0.006591307,0,0
0.4024116,2002,11,1,-0.001438327,0,0
-0.3134238,2002,11,4,-0.002891024,0,0
0.129732,2002,11,5,-0.013253186,0,0
-0.1639365,2002,11,6,-0.006191165,0,0
0.2660834,2002,11,7,-0.006622801,0,0
0.3320155,2002,11,8,0.006791295,0,0
-0.1352101,2002,11,11,0.002687059,0,0
0.1419596,2002,11,12,-0.000670208,0,0
0.3026455,2002,11,13,-0.012071597,0,0
-0.7299239,2002,11,14,0.001720662,0,0
0.0681033,2002,11,15,0.003761629,0,0
-0.0476611,2002,11,18,0.019963429,0,0
0.1292443,2002,11,19,-0.004741075,0,0
-0.1156215,2002,11,20,0.009109132,0,0
-0.1637562,2002,11,21,-0.010261326,0,0
6.84E-03,2002,11,22,0.00670549,0,0
-0.0341883,2002,11,25,-0.010679237,0,0
6.84E-03,2002,11,26,0.004797055,0,0
0.0478486,2002,11,27,0.007986875,0,0
-0.1917116,2002,12,2,0.005616301,0,0
0.5251839,2002,10,4,0.036377951,0,0
0.1961617,2002,10,7,0.000293145,0,0
-0.3727873,2002,10,8,-0.00235072,0,0
0.0476237,2002,10,9,-0.001919374,0,0
-0.0544314,2002,10,10,-0.00565961,0,0
-0.2868895,2002,10,11,0.005955451,0,0
0.1231848,2002,10,14,0.009651386,0,0
-0.2123694,2002,10,15,-0.004506527,0,0
-0.2963068,2002,10,16,-0.003668669,0,0
-0.458766,2002,10,17,0.002204918,0,0
0.2786181,2002,10,18,-0.000293343,0,0
-0.0208345,2002,10,21,-0.018432375,0,0
3.8528888,2002,12,20,0.028583293,0,0
0.2977452,2002,12,23,0.020301101,0,0
-9.1904088,2002,1,2,-0.179317677,0,0
0.0701544,2002,1,3,-0.013435023,0,0
-0.1638702,2002,1,4,0.025864661,0,0
0.1327044,2002,1,7,-0.002821413,0,0
0,2002,1,8,-0.004675343,0,0
4.756976,2002,7,3,0.10077586,0,0
0.1185931,2002,7,8,-0.011993763,0,0
0.2916137,2002,7,9,0.000333048,0,0
0.1381784,2002,7,10,0.011174292,0,0
-0.089766,2002,7,11,0.000972301,0,0
0.3510999,2002,7,12,0.010396056,0,0
0.314262,2002,7,15,-0.006528473,0,0
-0.1022271,2002,7,16,0.010774732,0,0
-0.2875226,2002,7,17,0.002029782,0,0
0.2055674,2002,7,18,-0.004856003,0,0
0.7119185,2002,7,19,0.00407644,0,0
0,2002,7,22,-0.01963157,0,0
-0.4325409,2002,7,23,-0.004760789,0,0
-1.1633276,2002,7,24,0.009146818,0,0
-0.2518873,2002,7,25,-0.001619295,0,0
-0.6361849,2002,7,26,-0.003747453,0,0
-0.2786009,2002,7,29,0.000163607,0,0
0.3426404,2002,7,30,0.013051568,0,0
-0.106785,2002,7,31,-0.005430748,0,0
-0.3434873,2002,8,1,-0.008931403,0,0
0.400472,2002,8,2,0.00602857,0,0
-0.1069077,2002,2,8,-0.12214307,0,0
-0.9450182,2002,2,11,0.023977226,0,0
0.1674145,2002,2,12,-0.014017365,0,0
-0.2184951,2002,2,13,0.009326654,0,0
0.2330224,2002,2,14,0.001024038,0,0
0.1232865,2002,2,15,0.005488466,0,0
-0.4879355,2002,2,19,-0.012707966,0,0
-0.7684213,2002,2,20,-0.012448447,0,0
0.1265406,2002,2,21,0.01390198,0,0
0.0891013,2002,2,22,0.002480508,0,0
-0.1188424,2002,2,25,-0.012334583,0,0
0.3334189,2002,2,26,0.019286715,0,0
0.4698296,2002,2,27,-0.002441006,0,0
-0.0803911,2002,2,28,0.009083878,0,0
-0.2126562,2002,3,1,0.012988479,0,0
0.2930473,2002,3,4,0.000968327,0,0
0.0583729,2002,3,5,0.013709688,0,0
-0.7501971,2002,3,6,-0.000375038,0,0
-0.2529733,2002,3,7,0.010380559,0,0
-0.2769792,2002,3,8,0.002374697,0,0
0.3068174,2002,3,11,0.008478708,0,0
0.3564681,2002,3,12,-0.001969593,0,0
-0.0666153,2002,3,13,-0.000718436,0,0
-0.2898528,2002,3,14,0.007131433,0,0
-0.1344335,2002,3,15,-0.000885051,0,0
0.2610175,2002,3,18,0.010503401,0,0
0.1558608,2002,3,19,-0.003996337,0,0
-0.1856121,2002,3,20,0.000348971,0,0
0.1337206,2002,3,21,0.012210231,0,0
0.2219568,2002,3,22,-0.004431615,0,0
0.5062363,2002,3,25,-0.006211708,0,0
-0.2340427,2002,3,26,0.006382993,0,0
0.4232781,2002,3,27,0.00864718,0,0
0.347206,2002,3,28,0.007324419,0,0
0,2002,4,1,0.009308416,0,0
0.3730336,2002,4,2,0.013207261,0,0
-0.0357297,2002,4,3,-0.002357313,0,0
-0.2940976,2002,4,4,-0.015724237,0,0
-0.1008815,2002,4,5,-0.006087956,0,0
-0.0794287,2002,4,8,0.005433898,0,0
-0.2536986,2002,4,9,-0.011944681,0,0
-0.1018959,2002,4,10,0.005183172,0,0
0.4782868,2002,4,11,-0.019373154,0,0
-0.1371495,2002,4,12,-0.027253167,0,0
-0.0361641,2002,4,15,0.019892067,0,0
-0.3414225,2002,4,16,0.003170047,0,0
0.4498246,2002,4,17,0.020394768,0,0
0.4880571,2002,4,18,0.00399967,0,0
-0.3511351,2002,4,19,0.003305149,0,0
0.2725556,2002,4,22,-0.001814718,0,0
-0.1432371,2002,4,23,0.005747978,0,0
0.2146789,2002,4,24,-0.00393326,0,0
0.4332682,2002,4,25,0.005724168,0,0
-0.0919741,2002,4,26,0.006130559,0,0
0.4369055,2002,4,29,0.007307249,0,0
-0.2108571,2002,4,30,-0.00443323,0,0
0.0211318,2002,5,1,-0.008679749,0,0
-0.1057622,2002,5,2,-0.008359956,0,0
0.4005333,2002,5,3,0.00624422,0,0
0,2002,5,6,-0.008234879,0,0
0.216293,2002,5,7,0.008397994,0,0
-0.209299,2002,5,8,0.019454033,0,0
-0.2313999,2002,5,9,-0.002659114,0,0
0.32222,2002,5,10,0.004836813,0,0
-0.0558668,2002,5,13,0.006009493,0,0
-0.3296768,2002,5,14,0.01474366,0,0
-0.0140845,2002,5,15,-0.018277652,0,0
0.2528242,2002,5,16,-0.003096587,0,0
0.0699685,2002,5,17,0.003559177,0,0
0.12566,2002,5,20,0.002305586,0,0
0.5128158,2002,5,21,-0.015606943,0,0
0.2610033,2002,5,22,-0.015529502,0,0
6.85E-03,2002,5,23,-0.003638437,0,0
0.5172664,2002,5,24,-0.004507421,0,0
-0.1016052,2002,5,28,-0.01035903,0,0
0.9192826,2002,5,29,0.008340617,0,0
-0.1396553,2002,5,30,-0.018776709,0,0
0.079858,2002,5,31,0.011122996,0,0
0,2002,6,3,-0.003964613,0,0
0,2002,6,4,0.004307658,0,0
-0.6160309,2002,6,5,-0.007610293,0,0
-0.3113235,2002,12,3,0.04013775,0,0
0.3248089,2002,12,4,-0.009488759,0,0
0.0471656,2002,12,5,0.009329648,0,0
0.4422043,2002,12,6,-0.005767182,0,0
-0.0867455,2002,12,9,0.004332551,0,0
-0.2680011,2002,12,10,0.008537553,0,0
0.1543027,2002,12,11,-0.005355894,0,0
0.2870165,2002,12,12,0.009562546,0,0
0.7649478,2002,12,13,0.006616483,0,0
0.1044605,2002,12,16,0.024636904,0,0
0.7755465,2002,12,17,0,0,0
-0.1282998,2002,12,18,0.004878153,0,0
0.8902395,2002,12,19,0.001708702,0,0
-3.0368034,2002,6,25,-0.064867465,0,0
-0.0202547,2002,6,26,0.007200224,0,0
-0.3730201,2002,6,27,0.001619899,0,0
-0.0408876,2002,6,28,0,0,0
-0.8815668,2002,7,1,-0.000809194,0,0
0.325783,2002,7,2,-0.000648443,0,0
0.3096464,2002,8,12,0.017332741,0,0
-0.3995124,2002,8,13,0.000623091,0,0
0.2552854,2002,8,14,0.003874196,0,0
-0.4147361,2002,8,15,0.013817211,0,0
0.7846421,2002,6,18,-0.05794925,0,0
0.312639,2002,6,19,-0.002054215,0,0
0.229643,2002,6,20,0.00375867,0,0
0.0471291,2002,6,21,0.004905423,0,0
-1.8138312,2002,8,5,0.012598739,0,0
-0.5294188,2002,8,6,0.009534662,0,0
0.9066433,2002,8,7,-0.010843764,0,0
-6.96E-03,2002,8,8,0.002777142,0,0
0.1111617,2002,8,9,0.003082993,0,0
0.5310217,2002,6,11,-0.046728705,0,0
0.402538,2002,6,12,0.0092634,0,0
-0.136036,2002,6,13,0.017277317,0,0
0.4540531,2002,6,14,0.005051951,0,0
-0.5836832,2002,6,17,0.002504107,0,0
0.8525138,2002,6,6,-0.022197552,0,0
0.3071119,2002,6,7,-0.000701323,0,0
0,2002,6,24,0.029178738,0,0
-0.5220431,2002,6,10,-0.037326426,0,0
3.8506181,2003,1,9,0.119586725,0.009075908,0.033471628
-0.1728783,2003,1,15,0.016254636,0,0
0.2467589,2003,1,10,-0.020483703,0,0
-0.0553986,2003,1,13,0.00787919,0,0
-1.0914847,2003,1,2,-0.005554926,0,0
0.0883354,2003,1,3,0.016456064,0,0
0.904488,2003,1,6,-0.013060468,0,0
-0.3408679,2003,1,7,-0.014024022,0,0
0.0932296,2003,1,8,-0.00732766,0,0
2.4326608,2003,1,29,0.041573517,0,0
-0.2708829,2003,1,30,0.002831806,0,0
-0.0118159,2003,1,31,-0.004384245,0,0
-1.7359626,2003,1,14,-0.015031728,0,0
-0.0985074,2003,2,21,0.041063244,0,0
0,2003,1,16,-0.024091832,0,0
0.5755573,2003,1,17,0.003213678,0,0
-0.3910388,2003,1,21,0.00887381,0,0
0.5731331,2003,1,22,-0.022666225,0,0
0.7446603,2003,1,23,-0.008005655,0,0
0.1545322,2003,1,24,0.013653599,0,0
0.2956407,2003,1,27,-0.013115273,0,0
-0.0117871,2003,1,28,0.005081089,0,0
-1.6458433,2003,3,6,0.05405259,0,0
-0.4863509,2003,3,7,0.00906023,0,0
0.4557301,2003,3,10,-0.005902561,0,0
-0.7103033,2003,3,11,-0.00645672,0,0
-0.3250348,2003,3,12,0.012933669,0,0
1.1271358,2003,2,24,-0.015781512,0,0
0.2924553,2003,2,25,-0.005029107,0,0
-0.6978243,2003,2,26,0.019315628,0,0
-0.0802934,2003,2,27,-0.00579841,0,0
-0.4724017,2003,2,28,-0.007061854,0,0
-0.2444264,2003,3,3,-0.008628651,0,0
0.9818493,2003,3,4,0.012056221,0,0
0.0675371,2003,3,5,-0.002360943,0,0
-2.7934664,2003,3,25,-0.117855245,0,0
-0.255912,2003,3,26,0.010128882,0,0
0.3669931,2003,3,27,0.025623444,0,0
-0.2618211,2003,3,28,-0.003013455,0,0
0.535045,2003,3,31,0.012490375,0,0
-0.0454181,2003,3,13,0.064501409,0,0
0.0907888,2003,3,14,-0.007665293,0,0
0.7131855,2003,3,17,-0.005559243,0,0
-0.2492463,2003,3,18,-0.042550522,0,0
-0.386271,2003,3,19,-0.02526747,0,0
0,2003,3,20,-0.018862735,0,0
-0.2984854,2003,3,21,-0.02660416,0,0
-0.5306326,2003,3,24,0.027362488,0,0
2.9739065,2003,2,13,0.103347688,0,0
0.1781282,2003,2,14,0.005223944,0,0
-1.2625186,2003,2,18,0.001884144,0,0
0.2391426,2003,2,19,0.002343743,0,0
0.6911003,2003,2,20,-0.004345917,0,0
-3.143935,2003,4,21,-0.076193158,0,0
1.0367395,2003,4,22,-0.013720216,0,0
-0.2079834,2003,4,23,-0.0501192,0,0
0.0520893,2003,4,24,-0.000162993,0,0
-0.0586049,2003,4,25,-0.006239499,0,0
-0.0847913,2003,4,28,-0.012924886,0,0
-0.1569741,2003,4,29,-0.004280485,0,0
0.69551,2003,4,30,0.009530355,0,0
0.5701418,2003,5,1,0.003854462,0,0
-0.0891906,2003,5,2,-0.006048299,0,0
0,2003,5,5,0.01365609,0,0
0.2987038,2003,5,6,-0.012810994,0,0
-0.126857,2003,5,7,0.008527326,0,0
0.5804981,2003,5,8,0.012243655,0,0
0.1813863,2003,5,9,0.011751281,0,0
0.3976401,2003,5,12,-0.005835895,0,0
-0.0866732,2003,5,13,0.017887529,0,0
0.3886744,2003,5,14,0.010091569,0,0
0.0859017,2003,5,15,-0.006449665,0,0
0.0918494,2003,5,16,0.006002784,0,0
0.4866096,2003,5,19,-0.004644905,0,0
0.874247,2003,5,20,0.00672643,0,0
0.1774806,2003,5,21,-0.003724037,0,0
0.2120238,2003,5,22,-0.002701218,0,0
0.105625,2003,5,23,0.004641702,0,0
0.1053687,2003,5,27,0.002820586,0,0
-1.4143005,2003,5,28,-0.011545881,0,0
-3.1497567,2003,4,1,0.017862469,0,0
-0.6609597,2003,4,2,-0.01816649,0,0
-0.7449031,2003,4,3,0.006190292,0,0
0.0134145,2003,4,4,-0.005278866,0,0
-0.5262604,2003,4,7,-0.010132462,0,0
0.4725775,2003,4,8,0.000620864,0,0
-0.2761711,2003,4,9,0.012987786,0,0
0.4370211,2003,4,10,-0.021445285,0,0
0.0267505,2003,4,11,0.01062356,0,0
0.1534965,2003,4,14,0.007497255,0,0
-0.0666709,2003,4,15,0.009898024,0,0
-0.1805245,2003,4,16,-0.001634084,0,0
0.3868722,2003,4,17,0.019925927,0,0
3.9699056,2003,6,16,0.008864896,0,0
0.5360613,2003,6,17,-0.001534858,0,0
-0.3606619,2003,6,18,-0.010039486,0,0
-0.2542573,2003,6,19,-0.005759958,0,0
0.0424797,2003,6,20,0.012290825,0,0
-0.3654674,2003,6,23,-0.023896205,0,0
-0.8337228,2003,6,24,-0.00584564,0,0
-0.0187102,2003,6,25,0.017306037,0,0
-0.5334995,2003,6,26,-0.013849098,0,0
0.2079023,2003,6,27,0.003874994,0,0
0.0628047,2003,6,30,0.013440391,0,0
0.5240043,2003,7,1,0.003010471,0,0
0.1609188,2003,7,2,-0.003586267,0,0
-0.2602429,2003,7,3,0.003871893,0,0
-0.1556501,2003,7,7,-0.004160078,0,0
-0.1186683,2003,7,8,0.001295328,0,0
-0.3831943,2003,7,9,0.009382832,0,0
-0.0947483,2003,7,10,0.00252416,0,0
0.0379241,2003,7,11,0.003065293,0,0
0.4775277,2003,7,14,-0.000138863,0,0
0.0936316,2003,7,15,0.004833984,0,0
-0.6343846,2003,7,16,-0.007900261,0,0
-0.0886703,2003,7,17,0.005006332,0,0
0.2339511,2003,7,18,0.007538834,0,0
0.7067957,2003,7,21,-0.002452878,0,0
0.2474619,2003,7,22,-0.02229078,0,0
0.3379741,2003,7,23,-0.007545567,0,0
0.3110612,2003,7,24,0.007976914,0,0
1.4581427,2003,2,3,0.035049433,0,0
0.8208209,2003,2,4,0.010736799,0,0
0.6354386,2003,2,5,0.004503168,0,0
-0.7220262,2003,2,6,0.002934002,0,0
-0.2956959,2003,2,7,0.012036645,0,0
-0.3211604,2003,2,10,-0.00798725,0,0
-0.7686829,2003,2,11,0.011926456,0,0
-0.9285561,2003,2,12,0.004025227,0,0
-0.5273159,2003,8,6,-0.052459678,0,0
-0.0493797,2003,8,7,0.009351686,0,0
0.289305,2003,8,8,-0.002824908,0,0
0.6333954,2003,8,11,-0.002300366,0,0
0.1147251,2003,8,12,-0.001222791,0,0
-0.1752286,2003,8,13,-0.015794267,0,0
0.5953039,2003,8,14,0.004352107,0,0
0.1073658,2003,8,15,-0.000559118,0,0
-0.5093543,2003,8,18,-0.002243696,0,0
0.0180793,2003,8,19,-0.002679533,0,0
0.3958519,2003,8,20,0.003522278,0,0
-0.0477903,2003,8,21,0.012857659,0,0
-0.5473488,2003,8,22,-0.000545254,0,0
0,2003,8,25,-0.003836065,0,0
0.2113359,2003,8,26,0.005333868,0,0
1.2761193,2003,8,27,-0.010177094,0,0
-0.1699556,2003,8,28,0.004016785,0,0
0.6758677,2003,8,29,0.000964028,0,0
-0.2202486,2003,9,2,-0.030779557,0,0
-0.4321374,2003,9,3,0.001179748,0,0
0.0879436,2003,9,4,-0.007576391,0,0
0.5875616,2003,9,5,-0.001501192,0,0
-0.1331039,2003,9,8,-0.000451371,0,0
0.8721757,2003,9,9,0.00493947,0,0
-0.2563897,2003,9,10,0.002522818,0,0
-0.4249378,2003,9,11,-0.007914129,0,0
0.2244718,2003,9,12,-0.008368168,0,0
-0.5488331,2003,9,15,-0.002001715,0,0
0.1277167,2003,9,16,-0.00904488,0,0
-0.0405964,2003,9,17,-0.008433168,0,0
0.4674532,2003,9,18,0.002243593,0,0
0.1661441,2003,9,19,-0.002243593,0,0
0.65266,2003,9,22,-0.001126158,0,0
-0.1015102,2003,9,23,0.002729906,0,0
0.045145,2003,9,24,0.017414899,0,0
0.6382682,2003,9,25,0.000768255,0,0
-0.8984949,2003,9,26,-0.002000297,0,0
-0.0851948,2003,9,29,0.00368569,0,0
0.6825211,2003,9,30,0.012064511,0,0
-0.5066357,2003,10,1,0.002816735,0,0
-0.1474686,2003,10,2,0.006599233,0,0
0.2323193,2003,10,3,0.008074765,0,0
-1.4888927,2003,10,6,0.000998871,0,0
0.5578384,2003,10,7,-0.000856034,0,0
-0.0982633,2003,10,8,-0.008654444,0,0
-0.5415286,2003,10,9,0.01713979,0,0
0.1987621,2003,10,10,0.01324087,0,0
-0.2397969,2003,10,13,-0.000271774,0,0
0.431847,2003,10,14,-0.001770687,0,0
-0.0522931,2003,10,15,-0.00068296,0,0
-0.0116293,2003,10,16,-0.003155526,0,0
-0.3386101,2003,10,17,-0.012006334,0,0
0.3851085,2003,10,20,-0.00469666,0,0
0.5082227,2003,10,21,-0.00243946,0,0
0.7457104,2003,10,22,-0.003757646,0,0
-0.0282284,2003,10,23,0.005481039,0,0
0.421512,2003,10,24,-0.002011291,0,0
-0.252416,2003,10,27,-0.003469748,0,0
-0.1803926,2003,10,28,-0.005257159,0,0
0.1128331,2003,10,29,-0.009656338,0,0
0.1237788,2003,10,30,-0.006660625,0,0
-0.0281006,2003,10,31,0.009654738,0,0
-0.3386329,2003,11,3,-0.003144363,0,0
-0.6105272,2003,11,4,-0.002259994,0,0
0.097575,2003,11,5,0.022804779,0,0
0.1716581,2003,11,6,-0.000573705,0,0
-0.1487311,2003,11,7,0.008386245,0,0
0.5183457,2003,11,10,0.000422123,0,0
0.4842436,2003,11,11,0.003780759,0,0
0.2122601,2003,11,12,0.002502344,0,0
0.6306259,2003,11,13,0.007830288,0,0
0.1425535,2003,11,14,0.006352016,0,0
-0.3296786,2003,11,17,-0.008672627,0,0
-3.5139166,2003,5,29,-0.037577083,0,0
-0.2038101,2003,5,30,0.006811441,0,0
0.4007152,2003,6,2,0.016575387,0,0
0.0297564,2003,6,3,-0.00056604,0,0
-0.0952923,2003,6,4,-0.0088693,0,0
0.3030181,2003,6,5,0.009859387,0,0
-0.4463497,2003,6,6,0.007562881,0,0
-0.0299204,2003,6,9,0.002353905,0,0
-1.0297562,2003,6,10,0.003849422,0,0
0,2003,6,11,0.008538441,0,0
-0.2458857,2003,6,12,-0.01156011,0,0
0.0985214,2003,6,13,-0.012017924,0,0
6.0850242,2003,12,8,0.020074554,0,0
0.1707512,2003,12,9,-0.004624539,0,0
0.2389887,2003,12,10,0.001637819,0,0
-0.6295006,2003,12,11,-0.000408876,0,0
0.3212252,2003,12,12,0.015930602,0,0
0.0426511,2003,12,15,0.001836343,0,0
0.053255,2003,12,16,-0.003812508,0,0
0.026603,2003,12,17,0.006031965,0,0
-0.079858,2003,12,18,0.004662914,0,0
0.2391349,2003,12,19,-0.008981684,0,0
0.0741298,2003,12,22,-0.015395005,0,0
-0.1271572,2003,12,23,0.001088799,0,0
0,2003,12,24,0.012196697,0,0
0.2908528,2003,12,29,-0.006122549,0,0
0.445703,2003,12,30,0.005196406,0,0
0,2003,12,31,-0.00359088,0,0
-5.6348059,2003,7,28,-0.033439781,0,0
-0.2501772,2003,7,29,0.001871031,0,0
-0.6924773,2003,7,30,0.006273568,0,0
-0.3657238,2003,7,31,-0.001986323,0,0
-0.2948128,2003,8,1,0.024467925,0,0
-0.6019467,2003,8,4,-0.006363899,0,0
0.1123337,2003,8,5,0.005152477,0,0
6.0253194,2003,12,1,-0.031728709,0,0
0.1191927,2003,12,2,0.011871789,0,0
0.0486665,2003,12,3,0.004491774,0,0
0.048612,2003,12,4,0.002228585,0,0
