,y,m,d,lgrpf,lgm3,lgm1
0.6206567,1989,11,24,0,0,0
-0.2146478,1989,11,27,-0.004183351,0,0
-0.4219045,1989,11,28,-0.008489566,0,0
0.0370807,1989,11,29,0.003370996,0,0
-0.2069968,1989,11,30,0.010833053,0,0
0.6023159,1989,12,1,0.008861255,0,0
-0.5544597,1989,12,4,-0.00107101,0,0
-0.5185827,1989,12,5,0.001925921,0,0
-0.0969167,1989,12,6,0.002766894,0,0
0.3382666,1989,12,7,0.000847818,0,0
0.3568761,1989,12,8,-0.000635708,0,0
0.6476233,1989,12,11,0.004640393,0,0
0,1989,12,12,-0.001050289,0,0
-0.2620976,1989,12,13,0.002516441,0,0
-0.4757991,1989,12,14,-0.002516441,0,0
0.4495021,1989,12,15,0.009362399,0,0
-0.5559469,1989,12,18,0.022461599,0,0
0.5191044,1989,12,19,0.002144668,0,0
0,1989,12,20,-0.022348055,0,0
-0.0843291,1989,1,3,-0.086990948,0,0
-0.2380571,1989,1,4,-0.007061854,0,0
-0.2233702,1989,1,5,0.008560284,0,0
-0.0960829,1989,1,6,0.00322897,0,0
-0.4188332,1989,1,9,0.004186597,0,0
0.2206594,1989,1,10,-0.000735885,0,0
-0.0752211,1989,1,11,0.01090945,0,0
0.0376269,1989,1,12,0.000717645,0,0
0.1501823,1989,1,13,0.00734704,0,0
-0.4358856,1989,1,16,0.009300023,0,0
0.0810503,1989,1,17,0.001607224,0,0
0.0269832,1989,1,18,0.007047068,0,0
0.1185273,1989,1,19,0.000450747,0,0
0.2039701,1989,1,20,-0.009565341,0,0
0.2083464,1989,1,23,-0.036743126,0,0
0.0905058,1989,1,24,0.005231026,0,0
-0.4383071,1989,1,25,0.014128604,0,0
0.2197065,1989,1,26,-0.009694476,0,0
-0.7004902,1989,1,27,0.000489898,0,0
-0.6292251,1989,1,30,-0.011158622,0,0
0,1989,1,31,-0.006580345,0,0
-0.1324743,1989,2,1,0.012071498,0,0
-0.1883663,1989,2,2,0.00542259,0,0
-0.1223209,1989,2,3,-0.00492682,0,0
-0.2344827,1989,2,6,-0.003732144,0,0
0.3456978,1989,2,7,0.007923494,0,0
-0.0500115,1989,2,8,-0.005183457,0,0
0.359907,1989,2,9,-0.002490227,0,0
-0.4656764,1989,2,10,-0.007049572,0,0
-0.5722604,1989,2,13,0.01201583,0,0
-0.0452037,1989,2,14,-0.004217689,0,0
-0.3519331,1989,2,15,0.020214718,0,0
0.36889,1989,2,16,0.001899596,0,0
-0.4373368,1989,2,17,0.005415507,0,0
0.352486,1989,2,21,0.000701418,0,0
0.3664954,1989,2,22,-0.01788454,0,0
0.4190716,1989,2,23,-0.000243507,0,0
-0.2341817,1989,2,24,0.005806809,0,0
0.2453018,1989,2,27,0.00167913,0,0
-0.4021274,1989,2,28,0.000239347,0,0
-0.3323196,1989,3,1,0.003099562,0,0
-0.0169657,1989,3,2,0.010329653,0,0
0.2819006,1989,3,3,-0.003727873,0,0
0.0954309,1989,3,6,0.002566346,0,0
0.390756,1989,3,7,-0.008693228,0,0
0.4258094,1989,3,8,0.00565864,0,0
-0.3425315,1989,3,9,-0.000468747,0,0
0.221297,1989,3,10,-0.000469254,0,0
-0.1105076,1989,3,13,0.01226706,0,0
0.2757435,1989,3,14,0.005893439,0,0
-0.2315067,1989,3,15,0.010674442,0,0
-0.3886082,1989,3,16,0.001534999,0,0
0.543083,1989,3,17,0.010595711,0,0
0.1319711,1989,3,20,-0.017880109,0,0
-0.3030294,1989,3,21,0.011857108,0,0
0.0662961,1989,3,22,-0.00021666,0,0
0.1707979,1989,3,23,0.002377333,0,0
0,1989,3,27,0.008113899,0,0
-0.4588147,1989,3,28,-0.013317689,0,0
-0.8756913,1989,3,29,0.006280109,0,0
0.0849725,1989,3,30,0.012920711,0,0
-0.0566299,1989,3,31,-0.013135761,0,0
0.254255,1989,4,3,-0.005193419,0,0
0.1349965,1989,4,4,0.010112838,0,0
-0.4119241,1989,4,5,-0.009242944,0,0
0.1528111,1989,4,6,-0.004147604,0,0
-0.2379391,1989,4,7,0.004798883,0,0
-0.0852952,1989,4,10,0.012192273,0,0
0.3966187,1989,4,11,0.000842881,0,0
0.2530697,1989,4,12,0.000210465,0,0
0.3351485,1989,4,13,-0.007427646,0,0
-0.4530642,1989,4,14,0.008478444,0,0
-0.1182367,1989,4,17,0.010984889,0,0
-0.135523,1989,4,18,0.005895031,0,0
-5.66E-03,1989,4,19,0.021660152,0,0
0.0113112,1989,4,20,0.037516361,0,0
0,1989,4,21,-0.063029723,0,0
-0.0509237,1989,4,24,-0.014709209,0,0
0.2652791,1989,4,25,0.016538676,0,0
-0.2313234,1989,4,26,-0.004485711,0,0
0.0452331,1989,4,27,-0.005569277,0,0
-0.7639402,1989,4,28,-0.010505942,0,0
0,1989,5,1,0.005074579,0,0
-0.0115045,1989,5,2,-0.018465127,0,0
0.132118,1989,5,3,0.006530867,0,0
-0.0401673,1989,5,4,0.010249313,0,0
-0.2937742,1989,5,5,-0.011981297,0,0
-0.3074151,1989,11,1,0.001083299,0,0
0.1394765,1989,11,2,-0.001300284,0,0
0.7192852,1989,11,3,0.004319225,0,0
-0.0856879,1989,11,6,-0.002370256,0,0
0.4946525,1989,11,7,-0.001731984,0,0
-0.1018807,1989,11,8,-0.003266206,0,0
0.4397671,1989,11,9,0.001091467,0,0
-0.1967808,1989,11,10,-0.001747666,0,0
0.5765675,1989,11,13,-0.005507232,0,0
-0.2509574,1989,11,14,-0.001999825,0,0
0.3509357,1989,11,15,0.003769749,0,0
0,1989,11,16,0.004174884,0,0
0.0665246,1989,11,17,0.001092016,0,0
-3.2662192,1989,5,25,-0.009482307,0,0
0.2619827,1989,5,26,0.000890861,0,0
-0.4415176,1989,5,30,0.009463087,0,0
-0.0359962,1989,5,31,-0.001089824,0,0
-0.0480414,1989,6,1,-0.001968601,0,0
0.0120153,1989,6,2,0.007174991,0,0
0.4422467,1989,6,5,0.00811789,0,0
-0.0356905,1989,6,6,-0.001271727,0,0
1.092992,1989,6,7,-0.017101269,0,0
0.0348039,1989,6,8,0.007225636,0,0
-0.7309067,1989,6,9,-0.002613616,0,0
-0.9960909,1989,6,12,-0.013760097,0,0
-0.145047,1989,6,13,0.001800187,0,0
0.2896112,1989,6,14,0.019539413,0,0
0.0480813,1989,6,15,0.007238409,0,0
0.460081,1989,6,16,-0.013291392,0,0
-0.1130743,1989,6,19,0.019371404,0,0
0.2614092,1989,6,20,-0.028612061,0,0
-0.0830051,1989,6,21,-0.00491997,0,0
0.4545773,1989,6,22,-0.000224965,0,0
0.0293541,1989,6,23,0.009129315,0,0
0.5481969,1989,6,26,0.011738403,0,0
0.1792816,1989,6,27,0.004904925,0,0
-0.2895307,1989,6,28,-0.009649003,0,0
0.2953017,1989,6,29,0.004958492,0,0
-0.3825387,1989,6,30,0.000214308,0,0
1.2169767,1989,7,5,0.011000741,0,0
0.2145784,1989,7,6,-0.010358451,0,0
-0.2202395,1989,7,7,0.009522063,0,0
-0.0339824,1989,7,10,-0.008240327,0,0
-0.5129522,1989,7,11,0.003611176,0,0
0.1145141,1989,7,12,-0.008113899,0,0
-0.4598793,1989,7,13,0.004289363,0,0
-0.5759264,1989,7,14,-0.00064071,0,0
-0.023431,1989,7,17,0.002769609,0,0
0.1287146,1989,7,18,-0.002342364,0,0
-0.1990837,1989,5,18,-0.002999579,0,0
-0.5314343,1989,5,19,0.008515851,0,0
-0.6886579,1989,5,22,0.006902008,0,0
0.569673,1989,5,23,-0.041102284,0,0
-0.3589231,1989,5,24,0.013916569,0,0
1.9785437,1989,5,11,0.008747415,0,0
-0.0114802,1989,5,8,-0.013634668,0,0
-0.2475603,1989,5,9,0.00709068,0,0
0.1268351,1989,5,10,-0.005307127,0,0
-0.6145506,1989,5,17,0.013363962,0,0
0.6260627,1989,5,12,-0.000863838,0,0
-0.4047508,1989,5,15,0.008985724,0,0
0.0812525,1989,5,16,0.004004685,0,0
3.7899681,1990,1,19,0.058227912,0.073171106,0.012744773
0.7532982,1990,2,1,-0.018172401,0,0
0.2239845,1990,2,2,0.006079462,0,0
0.5216038,1990,2,5,-0.012051226,0,0
-0.2006696,1990,2,6,0.002321401,0,0
0.277604,1990,2,7,-0.003681305,0,0
-1.8583678,1990,1,22,0.004452356,0,0
0.240016,1990,1,23,-0.018692795,0,0
1.3097931,1990,1,24,-0.000201109,0,0
-0.529634,1990,1,25,0.012882141,0,0
0.2448497,1990,1,26,0.006204312,0,0
0.0778538,1990,1,29,0.004595752,0,0
-0.0622719,1990,1,30,-0.006525095,0,0
-0.3231683,1990,1,31,0.004233298,0,0
0.5148872,1990,2,21,-0.01838351,0,0
-0.2436805,1990,2,22,0.000199722,0,0
-0.187578,1990,2,23,-0.006639795,0,0
-0.4777996,1990,2,26,0.007437764,0,0
-0.3977812,1990,2,27,-0.00420579,0,0
1.0995384,1990,2,8,0.010144276,0,0
-0.2605254,1990,2,9,-0.006936176,0,0
0.3487492,1990,2,12,0.005754957,0,0
-0.0830292,1990,2,13,-0.002570382,0,0
-0.359893,1990,2,14,0.003358218,0,0
0.2142088,1990,2,15,0.014893766,0,0
-0.015638,1990,2,16,-0.008060491,0,0
0.358258,1990,2,20,-0.004478306,0,0
-0.3843339,1990,1,12,0.018018331,0,0
-0.0678708,1990,1,15,-0.014703834,0,0
-0.2988457,1990,1,16,0.008081921,0,0
-0.247973,1990,1,17,-0.013161446,0,0
0.316312,1990,1,18,0.012779984,0,0
-1.2036399,1990,3,19,-0.064916186,0,0
-0.2654256,1990,3,20,-0.007149042,0,0
-0.839375,1990,3,21,0.015053507,0,0
0,1990,3,22,0.000869459,0,0
0.165867,1990,3,23,0.00838723,0,0
-2.644967,1990,3,26,0.001488404,0,0
-0.2647249,1990,3,27,0.000424323,0,0
0.4695121,1990,3,28,-0.008566244,0,0
-0.0584122,1990,3,29,-0.001082759,0,0
-0.3521326,1990,3,30,0.005387001,0,0
-0.0117871,1990,4,2,0.004262002,0,0
0.7711646,1990,4,3,-0.003833914,0,0
-0.0869459,1990,4,4,-0.011269751,0,0
0.4789319,1990,4,5,-0.007753487,0,0
-0.0804143,1990,4,6,-0.006304022,0,0
-0.1151365,1990,4,9,-0.016407862,0,0
-0.173279,1990,4,10,-0.018278656,0,0
-0.0811008,1990,4,11,0.009235485,0,0
0.1158119,1990,4,12,-0.006785989,0,0
0,1990,4,16,0.001706464,0,0
-0.1738339,1990,4,17,-0.01009174,0,0
0.0870039,1990,4,18,-0.012120633,0,0
0.1157348,1990,4,19,0.027291898,0,0
0.0288856,1990,4,20,-0.002653293,0,0
-0.0867144,1990,4,23,0.02628624,0,0
0.1790193,1990,4,24,-0.001597092,0,0
-0.6210531,1990,4,25,-0.007841962,0,0
4.0440349,1990,2,28,0.06233406,0,0
-0.1493889,1990,3,1,-0.007524841,0,0
-0.1338186,1990,3,2,0.003677021,0,0
-0.1988113,1990,3,5,0.004653561,0,0
0.2309654,1990,3,6,-0.005671837,0,0
-0.5227657,1990,3,7,-0.007610375,0,0
0.0216822,1990,3,8,-0.003123685,0,0
-0.1520032,1990,3,9,-0.007377177,0,0
0.2115735,1990,3,12,-0.004057858,0,0
-0.435114,1990,3,13,-0.000429357,0,0
0.163679,1990,3,14,-0.003666774,0,0
0.0816088,1990,3,15,0.007089803,0,0
0.1248363,1990,3,16,-0.006656807,0,0
-3.5738781,1990,5,14,-0.007860748,0,0
-0.1473685,1990,5,15,-0.002652188,0,0
0.2472942,1990,5,16,-0.012595648,0,0
-0.0763931,1990,5,17,-0.003666888,0,0
0.0822639,1990,5,18,-0.003234123,0,0
0.3740918,1990,5,21,-0.011037004,0,0
0.2321815,1990,5,22,-0.014018513,0,0
-1.2449531,1990,5,23,0.011155022,0,0
0.2376446,1990,5,24,-0.00748594,0,0
0,1990,5,25,-0.000731341,0,0
0.1419651,1990,5,29,0.004369685,0,0
-0.1538165,1990,5,30,0.002408739,0,0
-0.3989024,1990,5,31,-0.016649178,0,0
0.0478232,1990,6,1,0.0024888,0,0
-0.7715636,1990,6,4,-0.009027231,0,0
0.1275284,1990,6,5,-0.011814771,0,0
0.1694574,1990,6,6,0.006204312,0,0
-0.8170318,1990,6,7,-0.006464759,0,0
0.0860842,1990,6,8,0.002856357,0,0
0.147177,1990,6,11,0.001034035,0,0
0.128372,1990,6,12,0.017460155,0,0
-0.6456886,1990,6,13,0.001732725,0,0
-0.5800242,1990,6,14,-0.011261508,0,0
0.131652,1990,6,15,-0.013126344,0,0
0.2932115,1990,6,18,-0.018142702,0,0
-0.0746745,1990,6,19,-0.007973975,0,0
-0.218537,1990,6,20,-0.009822911,0,0
0.3553423,1990,6,21,0.044221975,0,0
5.7215173,1990,1,2,0.130732387,0,0
-0.43758,1990,1,3,0.014735905,0,0
0.1646096,1990,1,4,-0.004980284,0,0
0.9211832,1990,1,5,-0.006165609,0,0
-0.0429145,1990,1,8,-0.028380115,0,0
-0.1236159,1990,1,9,0.008946644,0,0
0.603976,1990,1,10,0.016033149,0,0
0.3173135,1990,1,11,0.004527872,0,0
-2.8190345,1990,12,31,0.089566237,0,0
-2.912465,1990,7,6,-0.237235993,0,0
-0.108363,1990,7,9,0.002890927,0,0
-0.7600727,1990,7,10,0.00932888,0,0
0.036789,1990,7,11,0.013379499,0,0
-0.3507605,1990,7,12,0.023938792,0,0
1.4760327,1990,7,13,-0.00235902,0,0
-0.0418252,1990,7,16,0.007271641,0,0
-0.3059481,1990,7,17,-0.000465482,0,0
-0.156807,1990,7,18,-0.002334922,0,0
0.3490261,1990,7,19,0.010181051,0,0
-0.1561132,1990,7,20,0.013952629,0,0
0.6092527,1990,7,23,0.019276267,0,0
0.3073409,1990,7,24,0.001269249,0,0
0.4744515,1990,7,25,-0.003818931,0,0
-0.4685623,1990,7,26,-0.001708142,0,0
-0.2361906,1990,7,27,-0.005598321,0,0
0.0650806,1990,7,30,0.003668596,0,0
0.5872108,1990,7,31,0.010194177,0,0
-0.1929032,1990,8,1,0.017485208,0,0
1.1618872,1990,8,2,0.030554247,0,0
-0.1943667,1990,8,3,0.02518884,0,0
0.3708284,1990,8,6,0.05894408,0,0
0.1134669,1990,8,7,0.004007004,0,0
0.1696465,1990,8,8,-0.037635181,0,0
-0.130003,1990,8,9,-0.004878819,0,0
0.6461581,1990,8,10,0.009372422,0,0
2.4029661,1990,8,14,0.003134523,0,0
-1.405051,1990,8,15,0.000657027,0,0
0.4554441,1990,8,16,0.014526253,0,0
0.8545174,1990,8,17,0.019705255,0,0
-0.3024975,1990,8,20,-0.001063145,0,0
0.6396517,1990,8,21,-0.002286969,0,0
-0.5332721,1990,8,22,0.040961665,0,0
0.3860891,1990,8,23,0.00976602,0,0
-0.221714,1990,8,24,-0.014099913,0,0
0,1990,8,27,-0.060185307,0,0
-2.3990053,1990,8,28,0.015379072,0,0
-0.444108,1990,8,29,-0.031657772,0,0
0.6115739,1990,8,30,0.014013374,0,0
-0.2234317,1990,8,31,0.008832324,0,0
-0.7171118,1990,9,4,0.027710676,0,0
0.2158131,1990,9,5,0.009587464,0,0
0.4732888,1990,9,6,0.023565546,0,0
-0.3262427,1990,9,7,-0.019644453,0,0
-0.0112936,1990,9,10,0.017844409,0,0
-0.683046,1990,9,11,-0.007558006,0,0
0.405432,1990,9,12,0.002954874,0,0
0.0170479,1990,9,13,0.001400048,0,0
0.4521587,1990,9,14,0.009539241,0,0
0.3583678,1990,9,17,0.024846374,0,0
-0.3808643,1990,9,18,-0.002850392,0,0
0.0562194,1990,9,19,-0.003000094,0,0
0.0505353,1990,9,20,0.019578232,0,0
0.2629553,1990,9,21,0.008916539,0,0
0.3555257,1990,9,24,0.033260287,0,0
1.2272874,1990,9,25,-0.008252875,0,0
-0.1130906,1990,9,26,0.012995608,0,0
0.1345983,1990,9,27,0.009662493,0,0
0.4758121,1990,9,28,-0.000329635,0,0
-1.3061661,1990,10,1,-0.027450196,0,0
-0.9360277,1990,10,2,-0.038417055,0,0
0.1732151,1990,10,3,0.041101856,0,0
0.7024976,1990,10,4,-0.004562327,0,0
-0.0164641,1990,10,5,0.012289986,0,0
-0.5301728,1990,10,8,0.010838168,0,0
0.6835952,1990,10,9,0.015873903,0,0
-0.5726075,1990,10,10,-0.018782635,0,0
-0.4232706,1990,10,11,0.018997579,0,0
0.0279739,1990,10,12,-0.00791521,0,0
-0.8528588,1990,10,15,-0.019469319,0,0
-1.8587576,1990,10,16,0.010626163,0,0
0.1485785,1990,10,17,-0.024935271,0,0
0.659462,1990,4,26,-0.298435777,0,0
0,1990,4,27,0.001642834,0,0
-0.4523024,1990,4,30,0,0,0
0.2061761,1990,5,1,0.006279066,0,0
0.011752,1990,5,2,-0.003011924,0,0
0.0352369,1990,5,3,-0.016345709,0,0
0.1640618,1990,5,4,-0.000241476,0,0
0,1990,5,7,0.00694886,0,0
-0.0760945,1990,5,8,0.000237644,0,0
-0.0410292,1990,5,9,0.016548773,0,0
0.1697265,1990,5,10,0.000685548,0,0
-0.3754562,1990,5,11,-0.001601298,0,0
0.9729722,1990,11,5,0.226997556,0,0
0.2699452,1990,11,6,0.009010303,0,0
0.653514,1990,11,7,0.034280644,0,0
-0.0282101,1990,11,8,0.00269749,0,0
0.107101,1990,11,9,-0.020523639,0,0
-0.5666762,1990,11,12,-0.026689505,0,0
0.3182491,1990,11,13,0.016708265,0,0
0.0452744,1990,11,14,-0.026492879,0,0
-0.6726312,1990,11,15,-0.000557861,0,0
-0.1957582,1990,11,16,-0.019114895,0,0
0.1727735,1990,11,19,0.02438586,0,0
0.2521643,1990,11,20,-0.037262462,0,0
-0.3096791,1990,11,21,0.01068356,0,0
0.7191793,1990,11,23,0.032059032,0,0
0.3720131,1990,11,26,0.014064736,0,0
-0.3493759,1990,11,27,-0.00118786,0,0
0.1355759,1990,11,28,0.005515759,0,0
0.2025736,1990,11,29,-0.004855435,0,0
-0.2194975,1990,11,30,-0.057182065,0,0
-0.4765657,1990,12,3,0.004492742,0,0
-0.3493849,1990,12,4,0.021933591,0,0
-0.1844141,1990,12,5,-0.050568615,0,0
-0.6986121,1990,12,6,-0.014399609,0,0
0.0938001,1990,12,7,0.00295105,0,0
0.3789934,1990,12,10,0.005197303,0,0
-0.2269989,1990,12,11,-0.007983879,0,0
-0.1402837,1990,12,12,-0.017790438,0,0
0.1286107,1990,12,13,0.01795485,0,0
-2.8464794,1990,6,22,-0.179888574,0,0
0.6188399,1990,6,25,-0.001994467,0,0
-0.5005798,1990,6,26,-0.006038955,0,0
0.1613096,1990,6,27,-0.011814771,0,0
0.20388,1990,6,28,0.012068078,0,0
-0.0123292,1990,6,29,-0.002030603,0,0
0.6365197,1990,7,2,-0.008997248,0,0
0.5554022,1990,7,3,0.002073009,0,0
-0.2768133,1990,7,5,-0.007825338,0,0
1.6640764,1990,10,30,0.320838389,0,0
0.6630579,1990,10,31,0.00859031,0,0
0.1028728,1990,11,1,-0.000740275,0,0
-0.3323552,1990,11,2,-0.014693451,0,0
-1.1659613,1990,10,22,-0.078466526,0,0
0.4876794,1990,10,23,0.014891555,0,0
-0.4463377,1990,10,18,0.097943872,0,0
0.487218,1990,10,19,-0.037059627,0,0
0.1980158,1990,10,26,-0.010142667,0,0
-0.1163705,1990,10,29,0.021433564,0,0
-0.1868438,1990,10,24,-0.047598079,0,0
0.4598215,1990,10,25,0.042179566,0,0
-0.2147535,1990,12,14,-0.11059605,0,0
0.3592583,1990,12,17,0.008102744,0,0
1.1278051,1990,12,28,0.008269497,0,0
-0.8287664,1990,12,19,-0.010200413,0,0
0.7443445,1990,12,20,-0.008796963,0,0
-0.1919662,1990,12,21,-0.007804393,0,0
-0.7246493,1990,12,18,0.031346115,0,0
0.6170033,1990,12,27,-0.013456528,0,0
0.1076459,1990,12,26,0.003363537,0,0
0.6682017,1991,1,8,-0.000798482,-0.038439329,0.044290769
-0.2907234,1991,1,9,0.001436213,0,0
-0.998683,1991,1,23,-0.092314261,0,0
-0.6127509,1991,1,24,-0.006551767,0,0
0.1452977,1991,1,25,-0.007261944,0,0
0.0290013,1991,1,28,-0.008006601,0,0
1.822482,1991,1,10,0.121245247,0,0
-2.7188119,1991,2,11,-0.091033453,0,0
-0.2910155,1991,2,12,0.008800982,0,0
0.2791754,1991,2,13,-0.007064959,0,0
0.1654682,1991,2,14,-0.004644905,0,0
1.0086089,1991,1,29,-0.009242749,0,0
1.5621345,1991,1,11,0.096552094,0,0
0.8805055,1991,1,14,0.05226508,0,0
-0.0108969,1991,1,15,-0.010135187,0,0
0.487672,1991,1,16,0.02701655,0,0
-2.6665836,1991,1,17,-0.173925197,0,0
-0.0860273,1991,1,18,-0.046794047,0,0
-5.74E-03,1991,1,21,0.04394887,0,0
0.3203451,1991,1,22,0.055076693,0,0
0.5999732,1991,1,3,0.022743127,0,0
0.1234908,1991,1,4,-0.010000077,0,0
0.41282,1991,1,7,0.045495789,0,0
-2.8569476,1991,3,6,-0.14656805,0,0
0.0355639,1991,3,7,-0.00687786,0,0
0.0710406,1991,1,30,0.033349205,0,0
-0.1303299,1991,1,31,0.011647268,0,0
-0.1783553,1991,2,1,-0.004051284,0,0
0.3146,1991,2,4,-0.004089432,0,0
-0.0651072,1991,2,5,-0.009974666,0,0
-0.6986121,1991,2,6,0.017106098,0,0
0.3775716,1991,2,7,-0.005491036,0,0
0.7219668,1991,2,8,0.01409517,0,0
-0.6504191,1991,3,20,-0.03163637,0,0
-0.2569267,1991,3,21,0.002337779,0,0
0.0479155,1991,3,22,-0.008345901,0,0
-0.4210644,1991,3,25,-0.010497054,0,0
-0.3215438,1991,3,26,0.003087937,0,0
1.4256153,1991,3,8,-0.010004666,0,0
-0.3134433,1991,3,11,-0.007257309,0,0
-0.1903499,1991,3,12,0.015500129,0,0
0.2081525,1991,3,13,0.016668218,0,0
-0.1664421,1991,3,14,-0.003839564,0,0
0.1664421,1991,3,15,-0.00560666,0,0
-0.4412751,1991,3,18,-0.005460148,0,0
0.2629199,1991,3,19,0.018291052,0,0
-0.0596149,1991,4,9,-0.007438551,0,0
-0.0776219,1991,4,10,0.016612659,0,0
-0.1916625,1991,4,11,-0.00331366,0,0
0.0240041,1991,4,12,0.012095837,0,0
-0.222546,1991,4,15,0.008608101,0,0
-0.7358523,1991,3,27,-0.052616842,0,0
0.1958214,1991,3,28,0.004894764,0,0
0,1991,4,1,-0.007588072,0,0
0.2253233,1991,4,2,0.009133999,0,0
0.2060282,1991,4,3,-0.005100275,0,0
-0.0968327,1991,4,4,0.011229532,0,0
0.0121159,1991,4,5,-0.000434947,0,0
0.3018042,1991,4,8,0.007549386,0,0
3.4447353,1991,1,2,0.115372035,0,0
-2.7406843,1991,3,1,-0.135728186,0,0
-0.1719746,1991,3,4,0.019071255,0,0
-0.1130434,1991,3,5,0.003843339,0,0
-1.0857928,1991,5,3,0.019536156,0,0
0,1991,5,6,0.006254756,0,0
0.0793344,1991,5,7,-0.001002758,0,0
0.0913599,1991,5,8,0.003001356,0,0
-6.08E-03,1991,5,9,0.002980756,0,0
-0.0182592,1991,5,10,-0.013271142,0,0
0.0182592,1991,5,13,-0.007413457,0,0
0.1336666,1991,5,14,-0.003545281,0,0
0.229914,1991,5,15,0.003752928,0,0
-0.4671509,1991,5,16,-0.00062324,0,0
-0.1099326,1991,5,17,0.005987516,0,0
-0.0122319,1991,5,20,0.003878566,0,0
0.1587469,1991,5,21,0.000609251,0,0
0.0548159,1991,5,22,-0.011724503,0,0
-0.2257982,1991,5,23,0.003943442,0,0
0.1099944,1991,5,24,0.003498245,0,0
-0.0183131,1991,5,28,0.002859899,0,0
0.7085489,1991,5,29,-0.004502622,0,0
-0.0540952,1991,5,30,0.004298967,0,0
-0.0782567,1991,5,31,-0.003887703,0,0
0.3121843,1991,6,3,0,0,0
-0.0718436,1991,6,4,-0.002266785,0,0
0,1991,6,5,-0.011514869,0,0
0.2926162,1991,6,6,-0.002980464,0,0
0.2551714,1991,6,7,-0.001069428,0,0
0.6110305,1991,6,10,-0.009526283,0,0
-0.1109906,1991,6,11,0.002618869,0,0
0.0876478,1991,6,12,0.00195384,0,0
-0.7655559,1991,2,15,0.017616117,0,0
-0.2980756,1991,2,19,-0.017183122,0,0
0.1969593,1991,2,20,0.00878258,0,0
-0.2867824,1991,2,21,-0.044158224,0,0
-0.415596,1991,2,22,-0.014076143,0,0
-0.1394205,1991,2,25,0.000726853,0,0
0.1938547,1991,2,26,0.010286718,0,0
0.0905724,1991,2,27,0.011432532,0,0
0.3245055,1991,2,28,0.006853816,0,0
0.0777609,1991,6,25,0.019718872,0,0
0.3274564,1991,6,26,0.000649332,0,0
-0.1544899,1991,6,27,0.008566244,0,0
0.4205845,1991,6,28,0.001693158,0,0
0.0647981,1991,7,1,0.004204239,0,0
-0.2124271,1991,7,2,0.001253376,0,0
0.2536119,1991,7,3,-0.003140249,0,0
0.0763827,1991,7,5,0.004597963,0,0
0.0410736,1991,7,8,0.007216072,0,0
-0.1233375,1991,7,9,0.001021149,0,0
0.1995141,1991,7,10,0.00284651,0,0
-0.3055114,1991,7,11,-0.00284651,0,0
-0.0530958,1991,7,12,0.008684159,0,0
-5.90E-03,1991,7,15,-0.005027776,0,0
0.1061413,1991,7,16,0.003625856,0,0
0.0235518,1991,7,17,0.009719716,0,0
0.0117711,1991,7,18,-0.003940993,0,0
0.1175358,1991,7,19,0.004333133,0,0
-0.0293541,1991,7,22,-0.008709935,0,0
-0.2769031,1991,7,23,-0.008072621,0,0
-0.1658067,1991,7,24,0.004055067,0,0
-0.1307222,1991,7,25,-0.001212549,0,0
-0.0953184,1991,7,26,0.000404559,0,0
0.1191154,1991,7,29,-0.002636398,0,0
-0.4483774,1991,7,30,0.001421587,0,0
0.1799068,1991,7,31,0.005239811,0,0
0.0657796,1991,8,1,-0.008291788,0,0
-0.6744587,1991,8,2,0.00101971,0,0
-0.1580802,1991,8,5,0.003044844,0,0
0.0608682,1991,8,6,-0.002027522,0,0
-0.024337,1991,8,7,-0.000203274,0,0
0.0972664,1991,8,8,0.004450192,0,0
0.0728071,1991,8,9,0.000804249,0,0
0,1991,8,12,0.001403862,0,0
-0.1700736,1991,8,13,-0.002208112,0,0
-0.1157876,1991,8,14,-0.00628395,0,0
0.3040439,1991,8,15,0.003457291,0,0
-0.0727766,1991,8,16,-0.002845178,0,0
0.4168099,1991,8,19,0.023223469,0,0
-0.8989913,1991,8,20,-0.003882855,0,0
0.3057994,1991,8,21,-0.014272943,0,0
-0.0121907,1991,8,22,0.003412546,0,0
-0.3058855,1991,8,23,0.001795845,0,0
0,1991,8,26,0.003174391,0,0
0.0122769,1991,8,27,0.000197631,0,0
0.0858411,1991,8,28,-0.004768148,0,0
-0.3999907,1991,8,29,0.004570517,0,0
-0.4786519,1991,8,30,0.005695103,0,0
-6.25E-03,1991,9,3,-0.000390377,0,0
0.1684644,1991,9,4,-0.008479117,0,0
-0.1622133,1991,9,5,-0.002396114,0,0
0.0811824,1991,9,6,-0.002409407,0,0
0.3108333,1991,9,9,-0.00485929,0,0
0.1422397,1991,9,10,0.001625812,0,0
-0.8038681,1991,9,11,0.004640589,0,0
0.1067912,1991,9,12,-0.002213227,0,0
-0.232765,1991,9,13,0.003015248,0,0
0.1448384,1991,9,16,0.002795468,0,0
0.0942003,1991,9,17,-0.003999057,0,0
0.2689139,1991,9,18,0.004396944,0,0
0.0373908,1991,9,19,-0.001593743,0,0
0,1991,9,20,0.004171166,0,0
0.0809032,1991,9,23,0.001972276,0,0
0.3282852,1991,9,24,0.002354969,0,0
0.1047756,1991,9,25,0.000391256,0,0
-0.1047756,1991,9,26,0,0,0
-0.4278798,1991,9,27,0.002145632,0,0
0.796553,1991,9,30,-0.001754728,0,0
-0.1164083,1991,10,1,-0.000195408,0,0
0.2508081,1991,10,2,0.002144668,0,0
