gold,broad_money,petrol_future,M_0
821.5,130354.37,37.28,17166.1
810,130354.37,35.4,17166.1
833.75,130354.37,36.51,17166.1
853.25,130354.37,38.74,17166.1
849.25,130354.37,43.55,17166.1
860,130354.37,43.67,17166.1
853.5,130354.37,48.81,17166.1
848.25,130354.37,48.58,17166.1
935.5,130354.37,37.51,17166.1
968,130354.37,34.93,17166.1
964,130354.37,34.62,17166.1
980.5,130354.37,39.48,17166.1
989,130354.37,38.94,17166.1
985.75,130354.37,38.44,17166.1
984.25,130354.37,39.96,17166.1
978.5,130354.37,42.5,17166.1
936.5,130354.37,45.22,17166.1
952,130354.37,44.76,17166.1
937.25,130354.37,40.15,17166.1
913.75,130354.37,41.65,17166.1
908.5,130354.37,45.38,17166.1
913,130354.37,43.61,17166.1
936,130354.37,45.52,17166.1
923.75,130354.37,47.07,17166.1
901.5,130354.37,45.71,17166.1
899.5,130354.37,42.33,17166.1
925.25,130354.37,47.03,17166.1
928,130354.37,46.25,17166.1
919.5,130354.37,47.35,17166.1
915.5,130354.37,49.16,17166.1
893.25,130354.37,48.14,17166.1
956.5,130354.37,51.61,17166.1
954,130354.37,51.06,17166.1
875.75,130354.37,46.47,17166.1
910.25,130354.37,45.73,17166.1
897.5,130354.37,41.58,17166.1
895.25,130354.37,42.16,17166.1
892.25,130354.37,41.44,17166.1
919.5,130354.37,41.68,17166.1
918.25,130354.37,40.08,17166.1
904.5,130354.37,40.78,17166.1
905,130354.37,40.32,17166.1
920,130354.37,41.17,17166.1
913,130354.37,40.17,17166.1
895,130354.37,39.56,17166.1
909.75,130354.37,37.55,17166.1
938,130354.37,35.94,17166.1
943.25,130354.37,33.98,17166.1
880.5,130354.37,50.05,17166.1
887.5,130354.37,49.41,17166.1
891,130354.37,49.25,17166.1
880.5,130354.37,49.98,17166.1
870.5,130354.37,50.33,17166.1
877,130354.37,45.88,17166.1
888.75,130354.37,46.51,17166.1
886,130354.37,48.85,17166.1
897.5,130354.37,49.62,17166.1
907.5,130354.37,51.55,17166.1
907.5,130354.37,50.14,17166.1
891,130354.37,49.92,17166.1
898.25,130354.37,50.97,17166.1
883.25,130354.37,51.12,17166.1
884.5,130354.37,53.2,17166.1
884.5,130354.37,54.47,17166.1
910,130354.37,53.84,17166.1
910,130354.37,56.34,17166.1
912.25,130354.37,56.71,17166.1
907,130354.37,58.63,17166.1
913,130354.37,58.5,17166.1
917,130354.37,58.85,17166.1
924,130354.37,58.02,17166.1
925.25,130354.37,58.62,17166.1
929.5,130354.37,56.34,17166.1
921,130354.37,59.03,17166.1
924.75,130354.37,59.65,17166.1
939.5,130354.37,62.04,17166.1
937.5,130354.37,61.05,17166.1
959.75,130354.37,61.67,17166.1
945,130354.37,62.45,17166.1
951,130354.37,63.45,17166.1
957.75,130354.37,65.08,17166.1
975.5,130354.37,66.31,17166.1
981.75,130354.37,68.58,17166.1
980,130354.37,68.55,17166.1
976.75,130354.37,66.12,17166.1
970.75,130354.37,68.81,17166.1
962,130354.37,68.44,17166.1
943.75,130354.37,68.09,17166.1
956,130354.37,70.01,17166.1
953.75,130354.37,71.33,17166.1
947.5,130354.37,72.68,17166.1
937.25,130354.37,72.04,17166.1
932.25,130354.37,70.62,17166.1
934,130354.37,70.47,17166.1
930.5,130354.37,71.03,17166.1
940.5,130354.37,71.37,17166.1
935.25,130354.37,69.55,17166.1
919.25,130354.37,66.93,17166.1
920.75,130354.37,69.24,17166.1
933.5,130354.37,68.67,17166.1
937.25,130354.37,70.23,17166.1
942,130354.37,69.16,17166.1
935.5,130354.37,71.49,17166.1
934.5,130354.37,69.89,17166.1
938.25,130354.37,69.31,17166.1
929.5,130354.37,66.73,17166.1
924.5,130354.37,64.05,17166.1
924,130354.37,62.93,17166.1
918,130354.37,60.14,17166.1
911.75,130354.37,60.41,17166.1
913,130354.37,59.89,17166.1
908.5,130354.37,59.69,17166.1
924.75,130354.37,59.52,17166.1
938,130354.37,61.54,17166.1
935,130354.37,62.02,17166.1
937.5,130354.37,63.56,17166.1
952.75,130354.37,63.98,17166.1
947.75,130354.37,64.72,17166.1
948.25,130354.37,65.4,17166.1
950,130354.37,67.16,17166.1
951.5,130354.37,68.05,17166.1
955,130354.37,68.38,17166.1
944.25,130354.37,67.23,17166.1
931,130354.37,63.35,17166.1
932.5,130354.37,66.94,17166.1
939,130354.37,69.45,17166.1
959.75,130354.37,71.58,17166.1
960.5,130354.37,71.42,17166.1
960.5,130354.37,71.97,17166.1
964,130354.37,71.94,17166.1
956,130354.37,70.93,17166.1
945,130354.37,70.6,17166.1
942.75,130354.37,69.45,17166.1
947.25,130354.37,70.16,17166.1
953.5,130354.37,70.52,17166.1
953.5,130354.37,67.51,17166.1
932.75,130354.37,66.75,17166.1
935,130354.37,69.19,17166.1
943,130354.37,72.42,17166.1
940.5,130354.37,72.54,17166.1
952.5,130354.37,73.89,17166.1
951.5,130354.37,74.37,17166.1
950.5,130354.37,72.05,17166.1
940.5,130354.37,71.43,17166.1
943,130354.37,72.49,17166.1
955.5,130354.37,72.74,17166.1
955.5,130354.37,69.96,17166.1
955,130354.37,68.05,17166.1
964.75,130354.37,68.05,17166.1
983,130354.37,67.96,17166.1
989,130354.37,68.02,17166.1
1000.75,130354.37,71.1,17166.1
999.5,130354.37,71.31,17166.1
990.75,130354.37,71.94,17166.1
1008.25,130354.37,69.29,17166.1
949.25,130354.37,53.8,17166.1
923.75,130354.37,53.98,17166.1
929,130354.37,52.77,17166.1
938.25,130354.37,54.34,17166.1
924,130354.37,52.38,17166.1
928,130354.37,48.41,17166.1
916.5,130354.37,49.66,17166.1
924.5,130354.37,48.39,17166.1
897.75,130354.37,52.64,17166.1
905,130354.37,52.51,17166.1
870.25,130354.37,51.05,17166.1
879.75,130354.37,49.15,17166.1
880,130354.37,49.38,17166.1
880.5,130354.37,52.24,17166.1
1003.5,130354.37,69.95,17166.1
1005.5,130354.37,70.41,17166.1
1038.75,130354.37,70.88,17166.1
1040.25,130354.37,69.57,17166.1
1045,130354.37,71.69,17166.1
1051.5,130354.37,71.77,17166.1
1058.75,130354.37,73.27,17166.1
1057.5,130354.37,74.15,17166.1
1059.5,130354.37,75.18,17166.1
1053.5,130354.37,77.58,17166.1
1047.5,130354.37,78.53,17166.1
1050.5,130354.37,79.61,17166.1
1061.75,130354.37,79.09,17166.1
1053.75,130354.37,81.37,17166.1
1053,130354.37,81.19,17166.1
1061.75,130354.37,80.5,17166.1
1054,130354.37,78.68,17166.1
1036.5,130354.37,79.55,17166.1
1031.75,130354.37,77.46,17166.1
1040.5,130354.37,79.87,17166.1
1040,130354.37,77,17166.1
1062,130354.37,78.13,17166.1
1061,130354.37,79.6,17166.1
1090,130354.37,80.4,17166.1
1089,130354.37,79.62,17166.1
1096.75,130354.37,77.43,17166.1
1106.75,130354.37,79.43,17166.1
1101.5,130354.37,79.05,17166.1
1115.25,130354.37,79.28,17166.1
1114.75,130354.37,76.94,17166.1
1104,130354.37,76.35,17166.1
1130,130354.37,78.9,17166.1
1134.75,130354.37,79.14,17166.1
1149,130354.37,79.58,17166.1
1135.5,130354.37,77.46,17166.1
1140,130354.37,76.72,17166.1
1169.5,130354.37,77.56,17166.1
1163.25,130354.37,76.02,17166.1
1179.75,130354.37,77.96,17166.1
1166.5,130354.37,76.05,17166.1
1175.75,130354.37,77.28,17166.1
1192.5,130354.37,78.37,17166.1
1212.5,130354.37,76.6,17166.1
1208.75,130354.37,76.46,17166.1
1190.25,130354.37,75.47,17166.1
1142.5,130354.37,73.93,17166.1
1146.75,130354.37,72.62,17166.1
1141,130354.37,70.67,17166.1
1128.5,130354.37,70.54,17166.1
1124,130354.37,69.87,17166.1
1123.75,130354.37,69.51,17166.1
1122,130354.37,70.69,17166.1
1137.5,130354.37,72.66,17166.1
1117,130354.37,72.65,17166.1
1104.5,130354.37,73.36,17166.1
1105.5,130354.37,72.47,17166.1
1084,130354.37,74.4,17166.1
1085.25,130354.37,76.67,17166.1
1085.25,130354.37,78.05,17166.1
1085.25,130354.37,78.77,17166.1
1106,130354.37,78.87,17166.1
1087.5,130354.37,79.28,17166.1
1087.5,130354.37,79.36,17166.1
991.5,130354.37,66.02,17166.1
991.75,130354.37,66.84,17166.1
989.5,130354.37,66.71,17166.1
995.75,130354.37,70.61,17166.1
999.25,130354.37,68.86,17166.1
996,130354.37,70.93,17166.1
1015.75,130354.37,72.51,17166.1
1018.5,130354.37,72.47,17166.1
1012,130354.37,72.04,17166.1
997,130354.37,69.71,17166.1
1014,130354.37,71.55,17166.1
1010.25,130354.37,68.97,17166.1
1009.75,130354.37,65.89,17166.1
1004.75,130354.37,70.82,17166.1
1234,126838.28,72.95,17545.63
1201.5,126838.28,72.14,17545.63
1195,126838.28,71.98,17545.63
1244,126838.28,75.63,17545.63
1168,126838.28,77.5,17545.63
1157,126838.28,76.99,17545.63
1162.5,126838.28,78.36,17545.63
1169,126838.28,78.95,17545.63
1188.5,126838.28,81.34,17545.63
1187.5,126838.28,82.55,17545.63
1199.5,126838.28,82.47,17545.63
1192.5,126838.28,82.01,17545.63
1207.75,126838.28,80.7,17545.63
1203,126838.28,81.48,17545.63
1192.5,126838.28,80.25,17545.63
1205.5,126838.28,78.02,17545.63
1213,126838.28,75.74,17545.63
1214.25,126838.28,75.39,17545.63
1223.5,126838.28,75.24,17545.63
1226,126838.28,75.77,17545.63
1218,126838.28,75.42,17545.63
1233.5,126838.28,74.43,17545.63
1223.5,126838.28,73.46,17545.63
1226,126838.28,73.1,17545.63
1222,126838.28,71.63,17545.63
1237.5,126838.28,72.52,17545.63
1237,126838.28,73.36,17545.63
1235,126838.28,75.17,17545.63
1235,126838.28,74.7,17545.63
1246,126838.28,71.92,17545.63
1193.25,126838.28,74.07,17545.63
1193.5,126838.28,75.44,17545.63
1208.75,126838.28,76.09,17545.63
1205.5,126838.28,74.95,17545.63
1216,126838.28,77.15,17545.63
1207,126838.28,77.04,17545.63
1208,126838.28,76.62,17545.63
1189.25,126838.28,76.01,17545.63
1181,126838.28,76.54,17545.63
1183,126838.28,77.44,17545.63
1191.5,126838.28,76.56,17545.63
1199.5,126838.28,79.3,17545.63
1190.5,126838.28,78.98,17545.63
1183.5,126838.28,78.98,17545.63
1115.5,126838.28,83.76,17545.63
1123.5,126838.28,84.87,17545.63
1123.5,126838.28,86.62,17545.63
1132.75,126838.28,86.84,17545.63
1142,126838.28,85.88,17545.63
1148,126838.28,85.39,17545.63
1152.5,126838.28,84.92,17545.63
1158.75,126838.28,84.34,17545.63
1148.25,126838.28,84.05,17545.63
1153.75,126838.28,85.84,17545.63
1154.5,126838.28,85.51,17545.63
1151.5,126838.28,83.24,17545.63
1136.25,126838.28,81.45,17545.63
1144.75,126838.28,83.45,17545.63
1143,126838.28,83.68,17545.63
1133.75,126838.28,83.7,17545.63
1139.5,126838.28,85.12,17545.63
1154.5,126838.28,84.2,17545.63
1149.5,126838.28,82.44,17545.63
1161,126838.28,83.22,17545.63
1166.75,126838.28,85.17,17545.63
1179.25,126838.28,86.15,17545.63
1179.25,126838.28,86.19,17545.63
1185,126838.28,82.74,17545.63
1165,126838.28,79.97,17545.63
1185.25,126838.28,77.11,17545.63
1202.25,126838.28,75.11,17545.63
1196.5,126838.28,76.8,17545.63
1222.5,126838.28,76.37,17545.63
1237.5,126838.28,75.65,17545.63
1237.5,126838.28,74.4,17545.63
1236.5,126838.28,71.61,17545.63
1236,126838.28,70.08,17545.63
1216.75,126838.28,69.41,17545.63
1195,126838.28,69.87,17545.63
1192,126838.28,68.01,17545.63
1179.75,126838.28,70.04,17545.63
1187,126838.28,70.21,17545.63
1198.25,126838.28,68.75,17545.63
1212,126838.28,71.51,17545.63
1211,126838.28,74.55,17545.63
1207.5,126838.28,73.97,17545.63
1227.75,126838.28,72.58,17545.63
1215,126838.28,72.86,17545.63
1215,126838.28,74.61,17545.63
1203.5,126838.28,71.51,17545.63
1215,126838.28,71.44,17545.63
1246,126838.28,71.99,17545.63
1233.5,126838.28,74.38,17545.63
1217.5,126838.28,75.48,17545.63
1220,126838.28,73.78,17545.63
1223.75,126838.28,75.12,17545.63
1225,126838.28,76.94,17545.63
1234.5,126838.28,77.67,17545.63
1245,126838.28,76.79,17545.63
1256,126838.28,77.18,17545.63
1254.5,126838.28,77.82,17545.63
1236,126838.28,77.21,17545.63
1226.5,126838.28,76.35,17545.63
1236.25,126838.28,76.51,17545.63
1254,126838.28,78.86,17545.63
1261,126838.28,78.25,17545.63
1234.5,126838.28,75.94,17545.63
1121.5,126838.28,81.51,17545.63
1123.25,126838.28,81.77,17545.63
1130,126838.28,83.18,17545.63
1130.25,126838.28,82.66,17545.63
1126.75,126838.28,82.75,17545.63
1153,126838.28,82.52,17545.63
1151.25,126838.28,80.79,17545.63
1127.25,126838.28,79.65,17545.63
1138.25,126838.28,79.39,17545.63
1128,126838.28,78,17545.63
1133,126838.28,79.02,17545.63
1120.25,126838.28,77.62,17545.63
1108.25,126838.28,76.08,17545.63
1084,126838.28,74.54,17545.63
1095.25,126838.28,75.26,17545.63
1093.25,126838.28,74.71,17545.63
1094.75,126838.28,73.67,17545.63
1088,126838.28,73.64,17545.63
1078.5,126838.28,72.89,17545.63
1086.5,126838.28,74.43,17545.63
1111,126838.28,77.23,17545.63
1115.25,126838.28,76.98,17545.63
1083.25,126838.28,73.14,17545.63
1058,126838.28,71.19,17545.63
1064,126838.28,71.89,17545.63
1071.25,126838.28,73.75,17545.63
1069.5,126838.28,74.52,17545.63
1076.25,126838.28,75.28,17545.63
1082,126838.28,74.13,17545.63
1115.25,126838.28,77.01,17545.63
1119,126838.28,77.33,17545.63
1118,126838.28,79.06,17545.63
1112.75,126838.28,79.81,17545.63
1115.25,126838.28,80.16,17545.63
1107,126838.28,78.86,17545.63
1103,126838.28,80,17545.63
1094.5,126838.28,78.17,17545.63
1108.25,126838.28,79.66,17545.63
1114,126838.28,78.7,17545.63
1126.5,126838.28,79.68,17545.63
1136.5,126838.28,80.87,17545.63
1134.5,126838.28,80.21,17545.63
1135,126838.28,81.5,17545.63
1125.75,126838.28,81.87,17545.63
1115.75,126838.28,81.49,17545.63
1120.5,126838.28,82.09,17545.63
1104,126838.28,82.11,17545.63
1106.25,126838.28,81.24,17545.63
1104.25,126838.28,79.8,17545.63
1124.75,126838.28,81.7,17545.63
1121.75,126838.28,82.93,17545.63
1122.75,126838.28,82.2,17545.63
1105.5,126838.28,80.68,17545.63
1097.25,126838.28,81.25,17545.63
1101.5,126838.28,81.91,17545.63
1090.75,126838.28,80.61,17545.63
1093,126838.28,80.53,17545.63
1096.5,126838.28,80,17545.63
1107.5,126838.28,82.17,17545.63
1107,126838.28,82.37,17545.63
1293.5,126838.28,74.71,17545.63
1290.75,126838.28,75.18,17545.63
1297,126838.28,76.49,17545.63
1297,126838.28,76.52,17545.63
1294,126838.28,76.18,17545.63
1307.5,126838.28,77.86,17545.63
1307,126838.28,79.97,17545.63
1316.25,126838.28,81.58,17545.63
1313.5,126838.28,81.47,17545.63
1330.5,126838.28,82.82,17545.63
1346.5,126838.28,83.23,17545.63
1345,126838.28,81.67,17545.63
1341.5,126838.28,82.66,17545.63
1351.5,126838.28,81.33,17545.63
1348.5,126838.28,81.67,17545.63
1365.5,126838.28,83.36,17545.63
1373.25,126838.28,82.69,17545.63
1367.5,126838.28,81.25,17545.63
1367.25,126838.28,83.08,17545.63
1339,126838.28,79.49,17545.63
1339,126838.28,81.77,17545.63
1343.5,126838.28,80.56,17545.63
1322.5,126838.28,81.69,17545.63
1337.5,126838.28,82.52,17545.63
1329.5,126838.28,82.55,17545.63
1324.5,126838.28,81.94,17545.63
1333.5,126838.28,82.18,17545.63
1346.75,126838.28,81.43,17545.63
1354.5,126838.28,82.95,17545.63
1351,126838.28,83.9,17545.63
1345.5,126838.28,84.69,17545.63
1381,126838.28,86.49,17545.63
1395.5,126838.28,86.85,17545.63
1388.5,126838.28,87.06,17545.63
1421,126838.28,86.72,17545.63
1390.5,126838.28,87.81,17545.63
1398.5,126838.28,87.81,17545.63
1388.5,126838.28,84.88,17545.63
1368.5,126838.28,84.86,17545.63
1349,126838.28,82.34,17545.63
1337.5,126838.28,80.44,17545.63
1350.25,126838.28,81.85,17545.63
1342.5,126838.28,81.51,17545.63
1356.5,126838.28,81.74,17545.63
1377.5,126838.28,81.25,17545.63
1372.5,126838.28,83.86,17545.63
1355,126838.28,83.76,17545.63
1357,126838.28,85.73,17545.63
1383.5,126838.28,84.11,17545.63
1385.5,126838.28,86.75,17545.63
1389,126838.28,88,17545.63
1403.5,126838.28,89.19,17545.63
1415.25,126838.28,89.38,17545.63
1420,126838.28,88.69,17545.63
1385.5,126838.28,88.28,17545.63
1391.25,126838.28,88.37,17545.63
1375.25,126838.28,87.79,17545.63
1399,126838.28,88.61,17545.63
1394.5,126838.28,88.28,17545.63
1388.75,126838.28,88.62,17545.63
1363,126838.28,87.7,17545.63
1368.5,126838.28,88.02,17545.63
1380,126838.28,88.81,17545.63
1383,126838.28,89.82,17545.63
1387,126838.28,90.48,17545.63
1373.5,126838.28,91.51,17545.63
1373.5,126838.28,91,17545.63
1373.5,126838.28,91.49,17545.63
1412.5,126838.28,91.12,17545.63
1405.5,126838.28,89.84,17545.63
1405.5,126838.28,91.38,17545.63
1255,126838.28,74.67,17545.63
1255,126838.28,74.25,17545.63
1246.5,126838.28,76.45,17545.63
1243.75,126838.28,77.19,17545.63
1265.5,126838.28,76.8,17545.63
1267,126838.28,76.02,17545.63
1272.5,126838.28,74.57,17545.63
1274,126838.28,73.66,17545.63
1279.25,126838.28,74.86,17545.63
1275,126838.28,73.52,17545.63
1246.5,126838.28,73.91,17545.63
1248.5,126838.28,75.02,17545.63
1240.5,126838.28,74.6,17545.63
1256.75,126838.28,74.09,17545.63
1343,135243,87.87,23663.74
1324,135243,86.19,23663.74
1328,135243,87.33,23663.74
1334.5,135243,85.64,23663.74
1319,135243,89.34,23663.74
1327,135243,92.19,23663.74
1331.5,135243,90.77,23663.74
1337,135243,90.86,23663.74
1328,135243,90.54,23663.74
1369.5,135243,91.38,23663.74
1372,135243,90.86,23663.74
1345.5,135243,88.86,23663.74
1343.5,135243,89.11,23663.74
1353.25,135243,86.73,23663.74
1364,135243,85.58,23663.74
1365,135243,84.81,23663.74
1372.75,135243,84.32,23663.74
1371.25,135243,84.99,23663.74
1379,135243,86.36,23663.74
1383.5,135243,86.2,23663.74
1401,135243,93.57,23663.74
1409.25,135243,98.1,23663.74
1355,135243,89.03,23663.74
1347.5,135243,87.48,23663.74
1363.5,135243,86.94,23663.74
1365,135243,86.71,23663.74
1598,135243,93.88,23663.74
1613.5,135243,97.22,23663.74
1608,135243,98.67,23663.74
1606.5,135243,99.53,23663.74
1606.5,135243,99.68,23663.74
1606.5,135243,101.34,23663.74
1571,135243,99.36,23663.74
1531,135243,99.65,23663.74
1531,135243,98.83,23663.74
1367,135243,91.54,23663.74
1855,135243,89.05,23663.74
1851,135243,87.24,23663.74
1834,135243,88.19,23663.74
1820,135243,90.21,23663.74
1818.5,135243,88.91,23663.74
1782,135243,89.4,23663.74
1794,135243,87.96,23663.74
1794,135243,85.7,23663.74
1799,135243,86.89,23663.74
1793,135243,85.92,23663.74
1722,135243,80.51,23663.74
1689,135243,79.85,23663.74
1598,135243,80.24,23663.74
1659,135243,84.45,23663.74
1643,135243,81.21,23663.74
1613,135243,82.14,23663.74
1620,135243,79.2,23663.74
1655.5,135243,77.61,23663.74
1638,135243,75.67,23663.74
1617,135243,79.68,23663.74
1635,135243,82.59,23663.74
1652,135243,82.98,23663.74
1661,135243,85.41,23663.74
1663,135243,85.81,23663.74
1682,135243,85.57,23663.74
1656,135243,84.23,23663.74
1678,135243,86.8,23663.74
1682,135243,86.38,23663.74
1631,135243,88.34,23663.74
1652.5,135243,86.11,23663.74
1620,135243,85.3,23663.74
1642.5,135243,87.4,23663.74
1652,135243,91.27,23663.74
1656,135243,93.17,23663.74
1715,135243,90.2,23663.74
1718,135243,93.96,23663.74
1741,135243,93.32,23663.74
1722,135243,93.19,23663.74
1699,135243,92.19,23663.74
1743,135243,92.51,23663.74
1758,135243,94.07,23663.74
1749,135243,94.26,23663.74
1782,135243,95.52,23663.74
1795,135243,96.8,23663.74
1784,135243,95.74,23663.74
1756,135243,97.78,23663.74
1773,135243,98.99,23663.74
1776,135243,98.14,23663.74
1785,135243,99.37,23663.74
1756,135243,102.59,23663.74
1742.5,135243,98.82,23663.74
1719,135243,97.41,23663.74
1702,135243,96.92,23663.74
1699,135243,98.01,23663.74
1681,135243,96.17,23663.74
1688.5,135243,96.77,23663.74
1714,135243,98.21,23663.74
1717,135243,99.79,23663.74
1746,135243,100.36,23663.74
1752,135243,100.2,23663.74
1747,135243,100.96,23663.74
1744,135243,100.99,23663.74
1708,135243,101.28,23663.74
1735.5,135243,100.49,23663.74
1715,135243,98.34,23663.74
1709,135243,99.41,23663.74
1659.5,135243,97.77,23663.74
1672.5,135243,100.14,23663.74
1603,135243,94.95,23663.74
1574,135243,93.87,23663.74
1594,135243,93.53,23663.74
1405.5,135243,91.55,23663.74
1388.5,135243,89.38,23663.74
1368,135243,90.3,23663.74
1368.5,135243,88.38,23663.74
1367,135243,88.03,23663.74
1368.25,135243,89.25,23663.74
1374,135243,91.11,23663.74
1378.75,135243,91.86,23663.74
1381.5,135243,91.4,23663.74
1555.5,135243,95.15,23663.74
1550.5,135243,97.43,23663.74
1579,135243,98.05,23663.74
1590.5,135243,95.69,23663.74
1587,135243,97.24,23663.74
1599,135243,95.93,23663.74
1601,135243,97.5,23663.74
1586,135243,98.14,23663.74
1601,135243,99.13,23663.74
1602,135243,99.87,23663.74
1613.5,135243,99.2,23663.74
1612.75,135243,99.59,23663.74
1625,135243,97.4,23663.74
1613.5,135243,97.44,23663.74
1628.5,135243,95.7,23663.74
1623,135243,94.89,23663.74
1637.75,135243,93.79,23663.74
1669.25,135243,91.93,23663.74
1679.5,135243,86.63,23663.74
1658.75,135243,86.88,23663.74
1693,135243,81.31,23663.74
1736,135243,79.3,23663.74
1772,135243,82.89,23663.74
1760,135243,85.72,23663.74
1736,135243,85.38,23663.74
1739,135243,87.88,23663.74
1782.5,135243,86.65,23663.74
1411.5,135243,97.28,23663.74
1402.5,135243,97.88,23663.74
1411,135243,96.97,23663.74
1420.75,135243,99.63,23663.74
1435.5,135243,102.23,23663.74
1421.5,135243,101.91,23663.74
1427,135243,104.42,23663.74
1437.5,135243,105.44,23663.74
1426.25,135243,105.02,23663.74
1431,135243,104.38,23663.74
1413.25,135243,102.7,23663.74
1411.5,135243,101.16,23663.74
1422.25,135243,101.19,23663.74
1400.5,135243,97.18,23663.74
1402,135243,97.98,23663.74
1403.75,135243,101.42,23663.74
1420,135243,101.07,23663.74
1432,135243,102.33,23663.74
1426,135243,104,23663.74
1439.5,135243,105.75,23663.74
1447,135243,105.6,23663.74
1436,135243,105.4,23663.74
1417,135243,103.98,23663.74
1417.5,135243,104.79,23663.74
1425.5,135243,104.27,23663.74
1439,135243,106.72,23663.74
1418,135243,107.94,23663.74
1435.5,135243,108.47,23663.74
1433.5,135243,108.34,23663.74
1461.5,135243,108.83,23663.74
1459.5,135243,110.3,23663.74
1469.5,135243,112.79,23663.74
1468,135243,109.92,23663.74
1450.5,135243,106.25,23663.74
1457.5,135243,107.11,23663.74
1465.75,135243,108.11,23663.74
1476.75,135243,109.66,23663.74
1493,135243,107.12,23663.74
1490.5,135243,108.15,23663.74
1501,135243,111.45,23663.74
1504,135243,112.29,23663.74
1504,135243,112.28,23663.74
1497.5,135243,112.21,23663.74
1511,135243,112.76,23663.74
1535.5,135243,112.86,23663.74
1535.5,135243,113.93,23663.74
1535.5,135243,113.52,23663.74
1540.25,135243,111.05,23663.74
1541,135243,109.24,23663.74
1511,135243,99.8,23663.74
1486.5,135243,97.18,23663.74
1502,135243,102.55,23663.74
1513.5,135243,103.88,23663.74
1508,135243,98.21,23663.74
1489.5,135243,98.97,23663.74
1505.75,135243,99.65,23663.74
1500.75,135243,97.37,23663.74
1478.5,135243,96.91,23663.74
1496.5,135243,100.1,23663.74
1493,135243,98.44,23663.74
1490.75,135243,99.49,23663.74
1510.5,135243,97.7,23663.74
1527,135243,99.59,23663.74
1526.25,135243,101.32,23663.74
1518.5,135243,100.23,23663.74
1533,135243,100.59,23663.74
1536.5,135243,102.7,23663.74
1533.75,135243,100.29,23663.74
1539.5,135243,100.4,23663.74
1540,135243,100.22,23663.74
1549,135243,99.01,23663.74
1545,135243,99.09,23663.74
1537.75,135243,100.74,23663.74
1537.75,135243,101.93,23663.74
1529.25,135243,99.29,23663.74
1526.25,135243,97.3,23663.74
1516,135243,99.37,23663.74
1529.75,135243,94.81,23663.74
1523.25,135243,94.95,23663.74
1537.5,135243,93.01,23663.74
1544,135243,93.26,23663.74
1544.75,135243,93.4,23663.74
1552.5,135243,95.41,23663.74
1523,135243,91.02,23663.74
1514.75,135243,91.16,23663.74
1498,135243,90.61,23663.74
1499,135243,92.89,23663.74
1504.25,135243,94.77,23663.74
1505.5,135243,95.42,23663.74
1483,135243,94.94,23663.74
1510,135243,96.89,23663.74
1527.25,135243,96.65,23663.74
1527.5,135243,98.67,23663.74
1541.5,135243,96.2,23663.74
1895,135243,86.02,23663.74
1810,135243,89.34,23663.74
1824,135243,82.38,23663.74
1848,135243,82.26,23663.74
1877.5,135243,84.12,23663.74
1876,135243,85.44,23663.74
1770,135243,85.16,23663.74
1729,135243,85.3,23663.74
1788,135243,85.37,23663.74
1788,135243,87.27,23663.74
1825,135243,88.9,23663.74
1813.5,135243,88.81,23663.74
1821,135243,88.93,23663.74
1875.25,135243,86.45,23663.74
1790,135243,87.58,23663.74
1599,142897.08,101.81,25803.04
1616.5,142897.08,101.56,25803.04
1615,142897.08,101.31,25803.04
1637,142897.08,102.24,25803.04
1634.5,142897.08,100.87,25803.04
1661,142897.08,99.1,25803.04
1635.5,142897.08,98.7,25803.04
1656,142897.08,100.71,25803.04
1647,142897.08,100.59,25803.04
1655,142897.08,100.39,25803.04
1653,142897.08,98.46,25803.04
1675.5,142897.08,99.58,25803.04
1665.5,142897.08,98.95,25803.04
1650,142897.08,99.4,25803.04
1727,142897.08,99.7,25803.04
1726,142897.08,99.56,25803.04
1729,142897.08,98.78,25803.04
1744,142897.08,98.48,25803.04
1740,142897.08,97.61,25803.04
1751,142897.08,96.36,25803.04
1734,142897.08,97.84,25803.04
1719,142897.08,96.91,25803.04
1724,142897.08,98.41,25803.04
1746,142897.08,98.71,25803.04
1748,142897.08,99.84,25803.04
1598,142897.08,102.96,25803.04
1613,142897.08,103.22,25803.04
1707,142897.08,106.7,25803.04
1705,142897.08,106.72,25803.04
1669,142897.08,104.7,25803.04
1677.5,142897.08,106.16,25803.04
1690,142897.08,106.58,25803.04
1687.5,142897.08,107.4,25803.04
1697.5,142897.08,106.34,25803.04
1690,142897.08,106.71,25803.04
1644.25,142897.08,105.43,25803.04
1648,142897.08,105.11,25803.04
1658,142897.08,107.06,25803.04
1661.5,142897.08,108.09,25803.04
1656.75,142897.08,105.61,25803.04
1649.25,142897.08,107.27,25803.04
1635.5,142897.08,105.35,25803.04
1664,142897.08,106.87,25803.04
1680.25,142897.08,107.03,25803.04
1692,142897.08,107.33,25803.04
1676,142897.08,105.41,25803.04
1657.5,142897.08,102.78,25803.04
1662.5,142897.08,103.02,25803.04
1677.5,142897.08,105.23,25803.04
1676.25,142897.08,104.01,25803.04
1621,142897.08,101.47,25803.04
1631,142897.08,103.31,25803.04
1631,142897.08,102.46,25803.04
1644,142897.08,101.02,25803.04
1658,142897.08,102.7,25803.04
1668.5,142897.08,103.64,25803.04
1666.5,142897.08,102.83,25803.04
1653,142897.08,102.93,25803.04
1635.5,142897.08,104.2,25803.04
