gold,broad_money,petrol_future,M_0
384.5,40181.3,14.23,12320
379.95,40181.3,14.21,12320
379.4,40181.3,14.24,12320
375.75,40181.3,14.41,12320
376.7,40181.3,14.77,12320
378.95,40181.3,14.57,12320
381.55,40181.3,14.48,12320
381.3,40181.3,14.67,12320
376.95,40181.3,14.76,12320
378.8,40181.3,15.17,12320
382,40181.3,15.17,12320
383,40181.3,15.47,12320
389.25,40181.3,14.08,12320
386.8,40181.3,14.32,12320
387.15,40181.3,14.38,12320
389.2,40181.3,14.79,12320
389.2,40181.3,15.79,12320
384.75,40181.3,15.74,12320
383.9,40181.3,15.77,12320
384.3,40181.3,15.58,12320
385.45,40181.3,15.57,12320
381.75,40181.3,15.87,12320
378,40181.3,15.75,12320
378.5,40181.3,15.97,12320
377.65,40181.3,16.23,12320
377,40181.3,16.58,12320
378.1,40181.3,16.65,12320
373.1,40181.3,16.49,12320
371.35,40181.3,16.82,12320
373.3,40181.3,16.63,12320
369.65,40181.3,17.14,12320
373,40181.3,17.24,12320
374.3,40181.3,16.91,12320
373.35,40181.3,16.57,12320
376.45,40181.3,16.9,12320
376.45,40181.3,17.16,12320
375.1,40181.3,16.89,12320
375.15,40181.3,16.86,12320
374.5,40181.3,17.29,12320
373.4,40181.3,17.7,12320
385.45,40181.3,14.85,12320
386.1,40181.3,14.33,12320
388.75,40181.3,14.51,12320
390.1,40181.3,14.78,12320
392.3,40181.3,15.1,12320
392.55,40181.3,14.87,12320
391.7,40181.3,15.22,12320
391.8,40181.3,15.1,12320
386,40181.3,14.94,12320
383.3,40181.3,18.45,12320
383.15,40181.3,18.92,12320
386.45,40181.3,18.06,12320
388,40181.3,17.92,12320
387.3,40181.3,17.7,12320
384.9,40181.3,17.74,12320
385.4,40181.3,18.03,12320
387.6,40181.3,18.31,12320
386.3,40181.3,18.21,12320
383.25,40181.3,18.23,12320
382.95,40181.3,18.12,12320
378.4,40181.3,18.11,12320
380.5,40181.3,17.75,12320
381.45,40181.3,18.34,12320
382.55,40181.3,18.67,12320
383.05,40181.3,18.48,12320
382.6,40181.3,18.79,12320
383.8,40181.3,18.95,12320
384.1,40181.3,19.86,12320
386.85,40181.3,19.91,12320
387.85,40181.3,20.71,12320
389.3,40181.3,20.75,12320
390.3,40181.3,20.04,12320
392.45,40181.3,19.37,12320
389,40181.3,19.42,12320
389.9,40181.3,19.32,12320
389.25,40181.3,19.01,12320
386.55,40181.3,19.27,12320
385.5,40181.3,18.83,12320
388.25,40181.3,19.37,12320
384.6,40181.3,19.53,12320
387.3,40181.3,19.62,12320
385.5,40181.3,19.24,12320
383,40181.3,19.12,12320
383.15,40181.3,19.48,12320
385.75,40181.3,20.18,12320
386.3,40181.3,20.43,12320
384.65,40181.3,20.15,12320
384.2,40181.3,20.18,12320
384.9,40181.3,19.89,12320
386.5,40181.3,19.51,12320
384.65,40181.3,19.46,12320
387.45,40181.3,19.2,12320
385.9,40181.3,19.39,12320
384,40181.3,19.61,12320
385,40181.3,19.41,12320
386.2,40181.3,19.21,12320
388.55,40181.3,19.46,12320
387.1,40181.3,19.77,12320
384,40181.3,20.3,12320
383.85,40181.3,20.55,12320
380,40181.3,20.14,12320
378.45,40181.3,20.1,12320
377.5,40181.3,20.14,12320
378.3,40181.3,19.31,12320
377.6,40181.3,19.42,12320
378.65,40181.3,19.3,12320
378.3,40181.3,18.96,12320
377.6,40181.3,18.66,12320
378.2,40181.3,18.05,12320
376.6,40181.3,18.2,12320
376.3,40181.3,17.73,12320
377.2,40181.3,18.11,12320
380.65,40181.3,17.72,12320
381.8,40181.3,17.58,12320
382.6,40181.3,16.87,12320
381.35,40181.3,17.09,12320
383.9,40181.3,17.49,12320
383.3,40181.3,17.52,12320
383.3,40181.3,17.14,12320
383.3,40181.3,17.63,12320
386.6,40181.3,17.45,12320
375.3,40181.3,14.18,12320
380.5,40181.3,14.14,12320
386.65,40181.3,14.44,12320
386.5,40181.3,14.49,12320
387.1,40181.3,14.83,12320
385.5,40181.3,15.06,12320
383.4,40181.3,14.82,12320
386.55,40181.3,14.88,12320
386.45,40181.3,15.37,12320
389.15,40181.3,15.2,12320
388.25,40181.3,14.9,12320
390.4,40181.3,15.08,12320
391.3,40181.3,15.13,12320
389.9,40181.3,17.21,12320
393.9,40181.3,17.24,12320
394.9,40181.3,17.22,12320
393.7,40181.3,17.67,12320
395.7,40181.3,17.83,12320
395.8,40181.3,17.67,12320
395.8,40181.3,17.55,12320
396.25,40181.3,17.68,12320
395.7,40181.3,17.98,12320
394.85,40181.3,18.39,12320
393.15,40181.3,18.19,12320
392.45,40181.3,18.08,12320
393.7,40181.3,18.01,12320
392,40181.3,18.25,12320
392,40181.3,18.26,12320
391.2,40181.3,17.99,12320
387.65,40181.3,17.7,12320
387.9,40181.3,17.19,12320
387.25,40181.3,17.13,12320
387.45,40181.3,16.97,12320
389,40181.3,17.06,12320
389.75,40181.3,17.22,12320
391.1,40181.3,17.42,12320
391.55,40181.3,17.54,12320
390.95,40181.3,17.38,12320
389.3,40181.3,17.45,12320
389.2,40181.3,17.58,12320
388.9,40181.3,17.95,12320
381,40181.3,17.73,12320
380.15,40181.3,17.61,12320
380.5,40181.3,17.85,12320
379.25,40181.3,18.28,12320
381.65,40181.3,18.21,12320
379.3,40181.3,18.06,12320
382.55,40181.3,17.59,12320
379.6,40181.3,17.99,12320
384.65,40181.3,18.58,12320
383.6,40181.3,18.16,12320
384.2,40181.3,18.19,12320
385.3,40181.3,18.04,12320
385.1,40181.3,17.47,12320
386.7,40181.3,17.58,12320
386.25,40181.3,17.37,12320
386.75,40181.3,17.65,12320
384,40181.3,17.47,12320
383.4,40181.3,17.56,12320
383.8,40181.3,17.82,12320
384.7,40181.3,18.15,12320
384,40181.3,18.12,12320
383.2,40181.3,18.05,12320
383.1,40181.3,18.05,12320
380.1,40181.3,17.82,12320
379,40181.3,16.99,12320
376.6,40181.3,16.85,12320
375.75,40181.3,16.94,12320
377,40181.3,16.87,12320
376.2,40181.3,17.12,12320
376.5,40181.3,17.13,12320
377.15,40181.3,16.91,12320
379.1,40181.3,16.91,12320
380.5,40181.3,16.99,12320
379.2,40181.3,16.73,12320
380.35,40181.3,16.76,12320
379.2,40181.3,16.91,12320
381.9,40181.3,16.98,12320
382.05,40181.3,17.02,12320
381.55,40181.3,17.09,12320
381.55,40181.3,17.35,12320
381.55,40181.3,17.64,12320
381.75,40181.3,17.79,12320
383.25,40181.3,17.72,12320
383.25,40181.3,17.76,12320
387.6,40181.3,17.62,12320
389.7,40181.3,17.81,12320
391.5,40181.3,17.67,12320
390.75,40181.3,17.53,12320
391.1,40181.3,17.39,12320
389.6,40181.3,17.12,12320
390.3,40181.3,16.71,12320
388,40181.3,16.7,12320
390,40181.3,16.83,12320
386.7,40181.3,17.52,12320
384.5,40181.3,18.68,12320
385.75,40181.3,17.56,12320
386,40181.3,17.47,12320
383.8,40181.3,18.76,12320
382.7,40181.3,18.39,12320
383.85,40181.3,18.93,12320
383.8,40181.3,18.9,12320
389.15,40181.3,18.15,12320
387.7,40181.3,18.23,12320
383.85,40181.3,18.19,12320
385.7,42417.4,17.49,12207.1
386.7,42417.4,17.49,12207.1
389.2,42417.4,17.25,12207.1
386,42417.4,17.5,12207.1
388.4,42417.4,17.32,12207.1
383,42417.4,17.43,12207.1
383.35,42417.4,17.56,12207.1
382.85,42417.4,17.7,12207.1
386.85,42417.4,17.01,12207.1
385.95,42417.4,16.79,12207.1
386.65,42417.4,16.88,12207.1
386.7,42417.4,16.93,12207.1
383.5,42417.4,17.48,12207.1
386.35,42417.4,17.47,12207.1
382,42417.4,17.55,12207.1
384.35,42417.4,17.66,12207.1
384.5,42417.4,17.87,12207.1
382.65,42417.4,17.78,12207.1
388.4,42417.4,17.2,12207.1
389.6,42417.4,17.35,12207.1
390.45,42417.4,17.33,12207.1
384.5,42417.4,17.79,12207.1
384.4,42417.4,17.78,12207.1
384.05,42417.4,17.89,12207.1
383.55,42417.4,17.86,12207.1
384.15,42417.4,17.37,12207.1
385.75,42417.4,17.14,12207.1
385.8,42417.4,17.34,12207.1
384.75,42417.4,17.32,12207.1
382.4,42417.4,18.44,12207.1
382.1,42417.4,18.47,12207.1
384,42417.4,17.72,12207.1
384,42417.4,17.71,12207.1
384.1,42417.4,17.65,12207.1
385,42417.4,18.92,12207.1
385.4,42417.4,18.93,12207.1
384.85,42417.4,18.95,12207.1
384.5,42417.4,18.69,12207.1
383.4,42417.4,17.56,12207.1
383.5,42417.4,17.25,12207.1
382.75,42417.4,17.47,12207.1
383.8,42417.4,17.33,12207.1
383.75,42417.4,17.57,12207.1
383.5,42417.4,17.76,12207.1
383.1,42417.4,18.64,12207.1
384.9,42417.4,18.54,12207.1
385.1,42417.4,18.85,12207.1
382.5,42417.4,17.3,12207.1
383.25,42417.4,16.87,12207.1
383.05,42417.4,17.03,12207.1
384.5,42417.4,17.31,12207.1
385.1,42417.4,17.42,12207.1
384.5,42417.4,17.29,12207.1
384.45,42417.4,17.12,12207.1
383.8,42417.4,17.41,12207.1
383.85,42417.4,17.59,12207.1
383.4,42417.4,17.68,12207.1
384,42417.4,17.54,12207.1
383.25,42417.4,17.64,12207.1
382.2,42417.4,17.56,12207.1
389.4,42417.4,17.77,12207.1
388.25,42417.4,17.97,12207.1
387.3,42417.4,17.56,12207.1
387.05,42417.4,17.4,12207.1
384.25,42417.4,17.18,12207.1
391,42417.4,20.33,12207.1
391,42417.4,20.29,12207.1
388.1,42417.4,19.61,12207.1
383.2,42417.4,19.75,12207.1
383.65,42417.4,19.41,12207.1
384.6,42417.4,19.52,12207.1
383.75,42417.4,19.9,12207.1
383.85,42417.4,20.08,12207.1
382.9,42417.4,19.96,12207.1
383,42417.4,20,12207.1
383,42417.4,20.06,12207.1
381.55,42417.4,19.81,12207.1
382,42417.4,19.77,12207.1
383.1,42417.4,19.41,12207.1
385.8,42417.4,19.26,12207.1
385.5,42417.4,18.69,12207.1
385.75,42417.4,18.78,12207.1
384.3,42417.4,18.89,12207.1
383.5,42417.4,18.9,12207.1
384.15,42417.4,19.14,12207.1
383.25,42417.4,19.25,12207.1
384.2,42417.4,19.06,12207.1
385.9,42417.4,19.13,12207.1
385.05,42417.4,18.91,12207.1
386.4,42417.4,18.8,12207.1
387.5,42417.4,18.86,12207.1
387,42417.4,18.91,12207.1
387.75,42417.4,19.05,12207.1
388.5,42417.4,18.94,12207.1
391.3,42417.4,18.84,12207.1
390.5,42417.4,18.22,12207.1
390.75,42417.4,18.01,12207.1
390.7,42417.4,17.46,12207.1
389.65,42417.4,17.5,12207.1
389.2,42417.4,17.49,12207.1
389,42417.4,17.64,12207.1
387.6,42417.4,18.97,12207.1
388.05,42417.4,18.96,12207.1
388.05,42417.4,19.14,12207.1
388.05,42417.4,19.27,12207.1
387.05,42417.4,19.5,12207.1
387,42417.4,19.36,12207.1
387,42417.4,19.55,12207.1
380.5,42417.4,17.72,12207.1
378.6,42417.4,17.52,12207.1
377.55,42417.4,17.88,12207.1
379.8,42417.4,18.32,12207.1
382.6,42417.4,18.73,12207.1
381.9,42417.4,18.69,12207.1
383.85,42417.4,18.65,12207.1
382.35,42417.4,18.1,12207.1
381.3,42417.4,18.39,12207.1
381.45,42417.4,18.39,12207.1
381.35,42417.4,18.24,12207.1
378.4,42417.4,17.95,12207.1
375.9,42417.4,18.09,12207.1
374.9,42417.4,18.39,12207.1
376.25,42417.4,18.52,12207.1
375.9,42417.4,18.54,12207.1
375.65,42417.4,18.78,12207.1
374.5,42417.4,18.59,12207.1
374.5,42417.4,18.46,12207.1
374.6,42417.4,18.3,12207.1
376.6,42417.4,18.24,12207.1
376.4,42417.4,18.46,12207.1
374.5,42417.4,18.27,12207.1
376,42417.4,18.32,12207.1
376.6,42417.4,18.42,12207.1
376.75,42417.4,18.59,12207.1
378.25,42417.4,18.91,12207.1
378.65,42417.4,18.86,12207.1
379.2,42417.4,18.63,12207.1
379.5,42417.4,18.43,12207.1
384.7,42417.4,18.25,12207.1
384.05,42417.4,18.54,12207.1
382.75,42417.4,18,12207.1
384,42417.4,17.86,12207.1
383.1,42417.4,17.86,12207.1
383.1,42417.4,17.82,12207.1
383,42417.4,17.82,12207.1
381.65,42417.4,17.79,12207.1
382.35,42417.4,17.84,12207.1
381.5,42417.4,18.04,12207.1
379.4,42417.4,18.58,12207.1
380.05,42417.4,18.36,12207.1
381.45,42417.4,18.27,12207.1
386.15,42417.4,18.11,12207.1
383.7,42417.4,18.16,12207.1
382.65,42417.4,18.26,12207.1
382.2,42417.4,18.56,12207.1
382.9,42417.4,18.43,12207.1
382.25,42417.4,18.96,12207.1
383.45,42417.4,18.92,12207.1
382.1,42417.4,18.78,12207.1
382.2,42417.4,19.07,12207.1
381.7,42417.4,19.05,12207.1
383,42417.4,19.22,12207.1
383.4,42417.4,19.15,12207.1
392,42417.4,19.17,12207.1
392.3,42417.4,19.03,12207.1
391.7,42417.4,19.18,12207.1
392.05,42417.4,19.56,12207.1
393.4,42417.4,19.77,12207.1
393.1,42417.4,19.67,12207.1
389.3,42417.4,19.59,12207.1
390,42417.4,19.88,12207.1
390.05,42417.4,19.55,12207.1
389.2,42417.4,19.15,12207.1
389.2,42417.4,19.73,12207.1
392.85,42417.4,20.05,12207.1
395.55,42417.4,20.41,12207.1
393.3,42417.4,20.52,12207.1
390.35,42417.4,20.41,12207.1
390.65,42417.4,20.12,12207.1
383.65,42417.4,17.61,12207.1
381.75,42417.4,17.32,12207.1
381.75,42417.4,17.37,12207.1
382.55,42417.4,17.21,12207.1
382.5,42417.4,17.32,12207.1
382.65,42417.4,17.32,12207.1
382.9,42417.4,17.58,12207.1
382.6,42417.4,17.54,12207.1
382.15,42417.4,17.62,12207.1
382.65,42417.4,17.64,12207.1
381.95,42417.4,17.74,12207.1
382.05,42417.4,17.98,12207.1
382.55,42417.4,17.94,12207.1
382.2,42417.4,17.71,12207.1
384.8,42417.4,17.65,12207.1
384.8,42417.4,17.82,12207.1
385,42417.4,17.84,12207.1
389.4,42417.4,17.83,12207.1
388.3,42417.4,17.8,12207.1
385.85,42417.4,17.82,12207.1
385.3,42417.4,17.93,12207.1
385.2,42417.4,18.19,12207.1
386.35,42417.4,18.57,12207.1
386.3,42417.4,18.06,12207.1
386.3,42417.4,17.97,12207.1
384.35,42417.4,17.96,12207.1
384.6,42417.4,18.38,12207.1
388.9,42417.4,18.33,12207.1
388.5,42417.4,18.26,12207.1
387.8,42417.4,18.18,12207.1
386.2,42417.4,18.43,12207.1
385.9,42417.4,18.63,12207.1
386.55,42417.4,18.67,12207.1
388.4,42417.4,18.77,12207.1
387.8,42417.4,18.73,12207.1
388.8,42417.4,18.97,12207.1
389.6,42417.4,18.66,12207.1
388.8,42417.4,18.73,12207.1
387.6,42417.4,19,12207.1
385.7,42417.4,19.11,12207.1
386.2,42417.4,19.51,12207.1
387.2,42417.4,19.67,12207.1
388.1,42417.4,19.12,12207.1
380.9,42417.4,17.44,12207.1
375.6,42417.4,17.48,12207.1
375.3,42417.4,17.72,12207.1
375.2,42417.4,17.67,12207.1
372.4,42417.4,17.4,12207.1
374.1,42417.4,17.37,12207.1
375.6,42417.4,17.72,12207.1
381.4,42417.4,17.91,12207.1
385.5,42417.4,18.19,12207.1
384.7,42417.4,17.94,12207.1
375.7,42417.4,18.32,12207.1
377.75,42417.4,18.69,12207.1
375.6,42417.4,18.66,12207.1
376.4,42417.4,18.49,12207.1
382,42417.4,18.63,12207.1
374.75,42417.4,18.35,12207.1
377.25,42417.4,18.63,12207.1
378.85,42417.4,18.59,12207.1
389.75,42417.4,20.29,12207.1
380,42417.4,18.33,12207.1
380.9,42417.4,18.02,12207.1
389.75,42417.4,20.38,12207.1
387.2,42417.4,20.5,12207.1
388.9,42417.4,20.15,12207.1
386.35,42417.4,20.43,12207.1
390.1,42417.4,20.29,12207.1
388.55,42417.4,20.09,12207.1
388.7,42417.4,19.89,12207.1
395.9,45009.3,20.26,12373.1
402.2,45009.3,18.62,12373.1
403.65,45009.3,18.06,12373.1
402.5,45009.3,18.28,12373.1
396.6,45009.3,20.26,12373.1
394.55,45009.3,19.95,12373.1
407.9,45009.3,17.76,12373.1
408,45009.3,17.78,12373.1
404.5,45009.3,17.97,12373.1
406.6,45009.3,17.67,12373.1
406.5,45009.3,17.73,12373.1
400,45009.3,19.67,12373.1
399,45009.3,18.79,12373.1
399.6,45009.3,18.25,12373.1
395.55,45009.3,18.38,12373.1
397.6,45009.3,18.05,12373.1
397.7,45009.3,18.52,12373.1
397.5,45009.3,19.18,12373.1
399.1,45009.3,18.94,12373.1
389.15,45009.3,19.81,12373.1
393.4,45009.3,19.89,12373.1
394.25,45009.3,19.91,12373.1
398.35,45009.3,19.44,12373.1
393.7,45009.3,19.2,12373.1
404.5,45009.3,17.45,12373.1
406.55,45009.3,17.56,12373.1
405.55,45009.3,17.74,12373.1
409.1,45009.3,17.71,12373.1
414.5,45009.3,17.8,12373.1
414.8,45009.3,17.54,12373.1
412.3,45009.3,17.69,12373.1
414.2,45009.3,17.74,12373.1
395.7,45009.3,21.99,12373.1
394,45009.3,23.27,12373.1
395.1,45009.3,24.34,12373.1
394.9,45009.3,23.06,12373.1
395.8,45009.3,21.05,12373.1
393.6,45009.3,19.54,12373.1
393.6,45009.3,20.19,12373.1
393.9,45009.3,19.81,12373.1
396.8,45009.3,19.61,12373.1
395.75,45009.3,19.91,12373.1
396.25,45009.3,20.46,12373.1
396.5,45009.3,20.58,12373.1
395.5,45009.3,21.16,12373.1
394.65,45009.3,22.27,12373.1
393.75,45009.3,22.75,12373.1
393.75,45009.3,23.03,12373.1
396.3,45009.3,23.06,12373.1
394.55,45009.3,24.21,12373.1
397.7,45009.3,21.95,12373.1
397.9,45009.3,22.4,12373.1
399.9,45009.3,22.19,12373.1
400.35,45009.3,21.79,12373.1
398.7,45009.3,21.41,12373.1
396.35,45009.3,21.47,12373.1
394.2,45009.3,22.26,12373.1
394.35,45009.3,22.7,12373.1
381.5,45009.3,25.17,12373.1
380.6,45009.3,25.42,12373.1
380,45009.3,25.79,12373.1
381,45009.3,25.92,12373.1
383.35,45009.3,25.75,12373.1
383.5,45009.3,24.86,12373.1
383,45009.3,24.51,12373.1
382.55,45009.3,24.86,12373.1
382.9,45009.3,24.85,12373.1
381.7,45009.3,24.34,12373.1
379.7,45009.3,24.28,12373.1
379.5,45009.3,23.35,12373.1
377.6,45009.3,23.03,12373.1
378.7,45009.3,22.79,12373.1
379.3,45009.3,22.64,12373.1
378,45009.3,22.69,12373.1
378.6,45009.3,22.74,12373.1
378.15,45009.3,23.59,12373.1
380.5,45009.3,23.37,12373.1
381.9,45009.3,23.35,12373.1
383.6,45009.3,24.12,12373.1
383,45009.3,24.41,12373.1
379.25,45009.3,24.17,12373.1
379.1,45009.3,23.88,12373.1
378.2,45009.3,24.49,12373.1
379.1,45009.3,23.76,12373.1
377,45009.3,23.84,12373.1
377,45009.3,23.75,12373.1
375.4,45009.3,23.49,12373.1
373.5,45009.3,23.62,12373.1
373,45009.3,23.75,12373.1
370.75,45009.3,24.8,12373.1
367.4,45009.3,24.93,12373.1
370.9,45009.3,24.8,12373.1
369,45009.3,25.58,12373.1
370.25,45009.3,25.62,12373.1
369,45009.3,25.3,12373.1
368.25,45009.3,24.42,12373.1
368.25,45009.3,23.38,12373.1
368.6,45009.3,23.72,12373.1
369,45009.3,24.47,12373.1
368.25,45009.3,25.74,12373.1
368.2,45009.3,25.71,12373.1
368.7,45009.3,26.16,12373.1
369,45009.3,26.57,12373.1
369,45009.3,25.08,12373.1
368.75,45009.3,24.79,12373.1
368.75,45009.3,25.1,12373.1
368.75,45009.3,24.92,12373.1
369.4,45009.3,25.22,12373.1
369.25,45009.3,25.37,12373.1
369.25,45009.3,25.92,12373.1
382.9,45009.3,21.41,12373.1
383,45009.3,21.55,12373.1
382.7,45009.3,21.95,12373.1
383.6,45009.3,21.9,12373.1
382.75,45009.3,22.48,12373.1
384.25,45009.3,22.38,12373.1
383.4,45009.3,21.8,12373.1
384,45009.3,21.68,12373.1
384.5,45009.3,21,12373.1
384.85,45009.3,21.4,12373.1
385.1,45009.3,21.01,12373.1
384.4,45009.3,20.68,12373.1
384.8,45009.3,20.74,12373.1
385.2,45009.3,20.11,12373.1
384.5,45009.3,20.28,12373.1
384.8,45009.3,20.33,12373.1
385.3,45009.3,20.42,12373.1
386.25,45009.3,21.04,12373.1
386.35,45009.3,21.34,12373.1
389.75,45009.3,21.23,12373.1
388.5,45009.3,21.13,12373.1
403.2,45009.3,18.91,12373.1
403.1,45009.3,18.96,12373.1
404.6,45009.3,19.04,12373.1
404.85,45009.3,19.16,12373.1
402.2,45009.3,21.05,12373.1
396.8,45009.3,19.71,12373.1
399.65,45009.3,19.85,12373.1
398.25,45009.3,19.06,12373.1
399,45009.3,19.39,12373.1
399.5,45009.3,19.7,12373.1
397.55,45009.3,19.29,12373.1
400.65,45009.3,19.54,12373.1
387,45009.3,21.96,12373.1
387,45009.3,21.62,12373.1
388.8,45009.3,21.56,12373.1
388.5,45009.3,21.71,12373.1
388,45009.3,22.15,12373.1
386.45,45009.3,22.25,12373.1
387.5,45009.3,23.4,12373.1
385.6,45009.3,23.24,12373.1
386,45009.3,23.44,12373.1
385.4,45009.3,23.85,12373.1
384.6,45009.3,23.73,12373.1
383.1,45009.3,24.12,12373.1
383.5,45009.3,24.75,12373.1
382.1,45009.3,25,12373.1
382.8,45009.3,24.51,12373.1
382.8,45009.3,23.19,12373.1
383.45,45009.3,23.31,12373.1
383,45009.3,23.89,12373.1
382.75,45009.3,23.54,12373.1
381.75,45009.3,23.63,12373.1
381,45009.3,23.37,12373.1
382.3,45009.3,24.07,12373.1
382.4,45009.3,24.46,12373.1
380.45,45009.3,24.16,12373.1
380.7,45009.3,24.6,12373.1
379,45009.3,24.38,12373.1
378.65,45009.3,24.14,12373.1
380.3,45009.3,24.05,12373.1
394.3,45009.3,25.34,12373.1
394.75,45009.3,24.29,12373.1
393.2,45009.3,25.06,12373.1
393.5,45009.3,24.47,12373.1
391.1,45009.3,24.67,12373.1
390.5,45009.3,23.82,12373.1
390.9,45009.3,23.95,12373.1
391,45009.3,24.07,12373.1
391.75,45009.3,22.7,12373.1
390.8,45009.3,22.4,12373.1
393.3,45009.3,22.2,12373.1
391.9,45009.3,22.32,12373.1
390.85,45009.3,22.43,12373.1
391.3,45009.3,21.2,12373.1
392.3,45009.3,20.81,12373.1
392.4,45009.3,20.86,12373.1
394,45009.3,21.18,12373.1
394,45009.3,21.04,12373.1
393.7,45009.3,21.11,12373.1
394.8,45009.3,21,12373.1
392.7,45009.3,20.68,12373.1
393.2,45009.3,21.01,12373.1
391,45009.3,21.36,12373.1
390.7,45009.3,21.42,12373.1
392.2,45009.3,21.48,12373.1
391.9,45009.3,20.78,12373.1
391.95,45009.3,20.64,12373.1
390.85,45009.3,22.48,12373.1
391,45009.3,22.65,12373.1
390.8,45009.3,21.4,12373.1
391.4,45009.3,21.23,12373.1
390.85,45009.3,21.32,12373.1
392,45009.3,21.11,12373.1
391,45009.3,20.76,12373.1
391.3,45009.3,19.94,12373.1
390.55,45009.3,19.76,12373.1
390.7,45009.3,19.85,12373.1
389.7,45009.3,20.44,12373.1
387.65,45009.3,19.72,12373.1
384.85,45009.3,20.05,12373.1
386.6,45009.3,20.28,12373.1
385.65,45009.3,20.25,12373.1
384.9,45009.3,20.1,12373.1
384.8,45009.3,20.09,12373.1
384.7,45009.3,20.01,12373.1
384.1,45009.3,20.34,12373.1
385,45009.3,22.14,12373.1
384.85,45009.3,21.46,12373.1
386.3,45009.3,20.76,12373.1
384.4,45009.3,20.65,12373.1
383.2,45009.3,19.92,12373.1
384.2,45009.3,19.98,12373.1
385.1,45009.3,19.96,12373.1
383.8,45009.3,20.65,12373.1
382.95,45009.3,21.02,12373.1
382,45009.3,20.92,12373.1
381.55,45009.3,21.53,12373.1
381.95,45009.3,21.13,12373.1
381.95,45009.3,21.21,12373.1
381.9,45009.3,21.27,12373.1
386.7,45009.3,22.12,12373.1
386.2,45009.3,21.9,12373.1
386.2,45009.3,22.66,12373.1
386.4,45009.3,23.26,12373.1
387.1,45009.3,22.86,12373.1
386.8,45009.3,21.72,12373.1
387,45009.3,22.3,12373.1
387.15,45009.3,22.22,12373.1
388,45009.3,21.42,12373.1
387.6,45009.3,21.55,12373.1
387.5,45009.3,21.57,12373.1
380.75,45009.3,24.66,12373.1
387.6,45009.3,22.37,12373.1
381.35,45009.3,25.07,12373.1
381.75,45009.3,24.26,12373.1
380.7,45009.3,24.73,12373.1
380.9,45009.3,25.62,12373.1
381,45009.3,25.42,12373.1
378.85,45009.3,24.81,12373.1
380.1,45009.3,25.24,12373.1
380.85,45009.3,25.54,12373.1
359.6,47967.9,25.19,12801.8
356.5,47967.9,26.37,12801.8
358.25,47967.9,26.09,12801.8
349.25,47967.9,24.87,12801.8
357.4,47967.9,25.11,12801.8
366.55,47967.9,25.69,12801.8
364,47967.9,25.59,12801.8
358.5,47967.9,26.37,12801.8
359,47967.9,26.23,12801.8
356.6,47967.9,26.62,12801.8
353.7,47967.9,23.9,12801.8
351.1,47967.9,24.47,12801.8
353.3,47967.9,21.39,12801.8
353.05,47967.9,20.71,12801.8
354.45,47967.9,25.95,12801.8
353.05,47967.9,25.52,12801.8
355.75,47967.9,25.41,12801.8
353.1,47967.9,25.23,12801.8
354.7,47967.9,24.8,12801.8
351.2,47967.9,24.24,12801.8
348,47967.9,24.18,12801.8
352.5,47967.9,24.05,12801.8
353.6,47967.9,23.94,12801.8
350.25,47967.9,20.49,12801.8
351.95,47967.9,20.11,12801.8
351.4,47967.9,20.62,12801.8
352.9,47967.9,20.7,12801.8
353.1,47967.9,21,12801.8
354.75,47967.9,21.11,12801.8
360,47967.9,20.89,12801.8
358.6,47967.9,20.3,12801.8
362.15,47967.9,20.25,12801.8
359.4,47967.9,20.66,12801.8
354.5,47967.9,20.49,12801.8
353.1,47967.9,20.94,12801.8
350.3,47967.9,21.28,12801.8
348.15,47967.9,20.7,12801.8
348.15,47967.9,20.41,12801.8
350,47967.9,20.28,12801.8
351.05,47967.9,19.47,12801.8
352.8,47967.9,21.29,12801.8
351.4,47967.9,20.92,12801.8
346.3,47967.9,22.06,12801.8
349.1,47967.9,22.04,12801.8
352,47967.9,22.32,12801.8
352.8,47967.9,21.51,12801.8
350.2,47967.9,21.06,12801.8
349.6,47967.9,20.99,12801.8
346.05,47967.9,20.64,12801.8
346.75,47967.9,19.9,12801.8
343,47967.9,19.83,12801.8
339.9,47967.9,19.35,12801.8
340.4,47967.9,19.42,12801.8
342.1,47967.9,19.91,12801.8
342.25,47967.9,20.38,12801.8
341.6,47967.9,19.6,12801.8
341,47967.9,19.73,12801.8
340.9,47967.9,20.03,12801.8
342.25,47967.9,19.99,12801.8
340.2,47967.9,19.91,12801.8
339.25,47967.9,20.44,12801.8
340.15,47967.9,20.21,12801.8
339.25,47967.9,19.91,12801.8
339.65,47967.9,19.6,12801.8
339.65,47967.9,19.63,12801.8
342.45,47967.9,19.66,12801.8
341.1,47967.9,19.62,12801.8
343.75,47967.9,20.34,12801.8
345.85,47967.9,20.43,12801.8
348.2,47967.9,21.38,12801.8
348.9,47967.9,21.37,12801.8
349.1,47967.9,21.39,12801.8
346.4,47967.9,21.3,12801.8
344.5,47967.9,22.12,12801.8
340.7,47967.9,21.59,12801.8
343,47967.9,21.19,12801.8
342.7,47967.9,21.86,12801.8
342.75,47967.9,21.86,12801.8
342.55,47967.9,21.63,12801.8
343.65,47967.9,20.79,12801.8
342.8,47967.9,20.79,12801.8
343.9,47967.9,20.97,12801.8
345.6,47967.9,20.88,12801.8
343.9,47967.9,20.98,12801.8
343.55,47967.9,20.33,12801.8
